corridor,name,subtitle,dest_lat,dest_lon,n_source_isos,n_source_countries,min_total_cost,median_total_cost,p25_total_cost,p75_total_cost,min_gen_cost,median_gen_cost,min_transport_cost,median_transport_cost,best_source_country,dominant_mode,within_cap_points,colour,scenario,year
A,Corridor A,North Africa & Middle East via Italy,41.9,12.5,19,15,3.0333350934364036,4.300001495269223,3.9187543679826544,5.02631720045286,2.1284443754001203,2.958858121854715,0.5999694628032692,1.3224159684665966,MAR,H2 Gas,248,#E63946,Ambitious,2030
B,Corridor B,"Iberian Gateway (SW Europe, Africa & Americas)",37.26,-6.94,27,23,2.986215043766671,5.061570390993967,4.8013229867268326,5.314853033023242,2.057544910285291,3.126631052725453,0.21629999999999996,1.8893648349598884,MAR,NH3,638,#F4A261,Ambitious,2030
C,Corridor C,North Sea Hub (Global Seaborne),51.92,4.48,132,78,3.6177730961694627,5.155958799069528,4.858116349068764,5.8427151636717,1.8501510670752663,3.0852529073682042,1.572397422261285,2.0235576160720528,USA,NH3,2303,#2196F3,Ambitious,2030
D,Corridor D,"Nordic, Baltic & Atlantic (Offshore Wind)",53.55,9.99,5,3,3.0302671319335466,4.975331459821097,4.20751852477016,5.505147328590358,1.9325400745397971,3.0015995863080485,0.8174036413688548,1.794808927250978,GBR,NH3,127,#4CAF50,Ambitious,2030
E,Corridor E,"SE Europe, Ukraine & Middle East Gateway",48.21,16.37,16,13,3.2673311325468726,5.984389495394235,4.875119621664174,7.1896876239891,2.3513473738761856,3.22447103358453,0.6832123203259945,2.7488114331614177,TUR,NH3,212,#9C27B0,Ambitious,2030
EU,EU Domestic,EU Domestic Production,,,27,17,1.914550821711679,3.918811466471463,3.4945810546402334,4.355138675001051,1.914550821711679,3.918811466471463,0.0,0.0,-99,Domestic,233,#009688,Ambitious,2030
