,Longitude,Latitude,Solar Energy Potential,Wind Power Density,Port Code,Port Long.,Port Lat.,Gen-Port Direct Dist.,Gen-Port Driving Dist.,Country,ISO_A3,Continent,H2_Region,Is_Offshore,Offshore_Zone,Shipping Dist.,NH3 Cost,LOHC Cost,H2 Liq Cost,H2 Gas Cost,Transport Cost per kg H2,Cheapest Medium,Direct Dist.,Driving Dist.,country_cap_kt,within_cap,cap_rank,Year
0,-159.0,56.0,1063.974986076355,472.33026,4944,-152.4157358174603,57.783555,447.5045175597334,491.8272,United States of America,USA,North America,North America,,,3598.384492007377,1.799210193875591,2.163413418306858,2.974821643372427,,1.799210193875591,NH3,7818.022104072614,,7433.328206704846,True,818.0,2040
1,-159.0,59.0,1079.3050062656405,369.35553,4944,-152.4157358174603,57.783555,408.0202428992612,,United States of America,USA,North America,North America,,,3598.384492007377,1.7798185515109033,2.147619708442669,2.959027933508238,,1.7798185515109033,NH3,7486.405513486291,,7433.328206704846,True,1602.0,2040
2,-135.0,57.0,917.9750382900238,958.34094,3146,-130.00012658113093,55.90287,331.53387693717167,1852.1911,Ocean / International,---,Ocean,Other,,,2340.402689217917,1.7640651196195982,2.12976889719275,2.8870126237240936,,1.7640651196195982,NH3,7343.492895910329,,,True,262.0,2040
3,-128.0,55.0,999.0049958229064,1433.1104,3679,-128.6718224560537,53.977895,121.8188056016047,207.8273,Canada,CAN,North America,North America,,,2302.8698343499573,1.7636853168841622,2.12921857575434,2.884486080099422,,1.7636853168841622,NH3,7370.25796783351,,8522.47753481828,True,94.0,2040
4,-126.0,55.0,1163.9849603176117,77.40454,3679,-128.6718224560537,53.977895,207.16071533791597,422.9948,Canada,CAN,North America,North America,,,2302.8698343499573,1.7636853168841622,2.12921857575434,2.884486080099422,,1.7636853168841622,NH3,7313.414433506537,,8522.47753481828,True,3791.0,2040
5,-125.0,49.0,1168.7299644947052,74.20218,149,-125.00189345292245,48.99731080513448,0.3295997986872414,0.0,Canada,CAN,North America,North America,,,2047.1358109546952,1.6170221227868766,2.041611302372248,2.782561380171552,,1.6170221227868766,NH3,7879.135368918738,,8522.47753481828,True,3488.0,2040
6,-125.0,54.0,1163.2550132274628,239.63728,3679,-128.6718224560537,53.977895,240.8319630722674,481.9606,Canada,CAN,North America,North America,,,2302.8698343499573,1.7636853168841622,2.12921857575434,2.884486080099422,,1.7636853168841622,NH3,7382.907234584961,,8522.47753481828,True,3793.0,2040
7,-124.0,45.0,1292.099986076355,257.66876,3837,-123.9061330086587,46.18408,131.80625344692854,171.9273,Ocean / International,---,Ocean,Other,,,1582.3066808755452,1.7485299596929913,2.1164443035234326,2.8267282982228337,,1.7485299596929913,NH3,8243.544951992046,,,True,4220.0,2040
8,-124.0,52.0,1376.0499930381775,239.30109,2283,-123.90600187203916,49.17560352478176,314.2572302797283,948.8323,Canada,CAN,North America,North America,,,1868.698293988948,1.7587838068424242,2.1221071428472507,2.852139078254341,,1.7587838068424242,NH3,7549.548199105002,,8522.47753481828,True,2847.0,2040
9,-124.0,54.0,1240.2700006961825,151.76865,4295,-127.11577535720149,50.599415,433.904714189744,1335.193,Canada,CAN,North America,North America,,,3019.214570070164,1.789625232691003,2.1519998762107178,2.9409044792769325,,1.789625232691003,NH3,7352.50246238043,,8522.47753481828,True,3595.0,2040
10,-123.0,38.0,1555.630030632019,1252.9034,25477,-122.36638765475,38.074189145000005,56.2298238976564,85.53439999999999,Ocean / International,---,Ocean,Other,,,1715.964419325336,1.6813138649722252,2.119204660198672,2.8390804379819015,,1.6813138649722252,NH3,8903.694078515538,,,True,161.0,2040
11,-123.0,39.0,1774.6299958229065,160.85782,25477,-122.36638765475,38.074189145000005,116.67709047085316,150.1059,United States of America,USA,North America,North America,,,1715.964419325336,1.7329710649722254,2.119204660198672,2.8390804379819015,,1.7329710649722254,NH3,8804.127314189926,,7433.328206704846,True,963.0,2040
12,-123.0,44.0,1353.0550062656405,105.11874,3772,-124.19684561280556,43.394895000000005,117.59287355246934,177.7877,United States of America,USA,North America,North America,,,6186.93740557121,1.7854444440004515,2.1628597665253753,3.048926359037367,,1.7854444440004515,NH3,8307.275523858028,,7433.328206704846,True,3098.0,2040
13,-123.0,45.0,1322.7600264549255,112.130135,3674,-122.768689375,45.58885,67.91199946917735,82.4316,United States of America,USA,North America,North America,,,1629.265217892439,1.6776178364600385,2.117439817607467,2.831175899568361,,1.6776178364600385,NH3,8208.150587982733,,7433.328206704846,True,2801.0,2040
14,-123.0,46.0,1204.1350090503693,161.96089,4038,-122.95979285813186,46.116775,13.347513630298392,29.5285,United States of America,USA,North America,North America,,,1595.5978319174794,1.63480666523317,2.0744686669145755,2.8279995985341815,,1.63480666523317,NH3,8109.124858950795,,7433.328206704846,True,3358.0,2040
15,-123.0,50.0,1134.4200146198273,100.82697,1934,-123.2597273115,49.1586226685,95.44510763341904,143.7982,Canada,CAN,North America,North America,,,1838.569647846412,1.7295414706616956,2.121553850390168,2.8496438525147134,,1.7295414706616956,NH3,7714.1780217913565,,8522.47753481828,True,3826.0,2040
16,-123.0,53.0,1251.584963798523,143.02011,1934,-123.2597273115,49.1586226685,427.73872276738234,718.795,Canada,CAN,North America,North America,,,1838.569647846412,1.7755024051389254,2.1326493394971213,2.860739341621666,,1.7755024051389254,NH3,7419.432027305218,,8522.47753481828,True,3527.0,2040
17,-122.0,37.0,1729.369969367981,47.989758,17916,-122.3300105515,37.7191834425,85.00376909053449,116.2179,United States of America,USA,North America,North America,,,1715.7002760276407,1.7058570600940666,2.11919941992104,2.8390569286305043,,1.7058570600940666,NH3,8963.77916276845,,7433.328206704846,True,998.0,2040
18,-122.0,38.0,1802.3700737953184,103.83032,6756,-122.0517320178623,38.02614,5.390433671432809,10.3994,United States of America,USA,North America,North America,,,1728.2465192714258,1.6213728797360676,2.0504063218132704,2.8189332849727755,,1.6213728797360676,NH3,8864.580682376472,,7433.328206704846,True,472.0,2040
19,-122.0,39.0,1744.7000765800476,185.19633,6367,-121.55685725036533,38.561485000000005,62.068078726904595,88.3448,United States of America,USA,North America,North America,,,1770.4439779391384,1.6842941809586311,2.1202685832557804,2.8438584198348207,,1.6842941809586311,NH3,8765.43711618163,,7433.328206704846,True,878.0,2040
20,-122.0,40.0,1724.989938735962,262.91464,6367,-121.55685725036533,38.561485000000005,164.2177668177324,179.1987,United States of America,USA,North America,North America,,,1770.4439779391384,1.7569773009586314,2.1202685832557804,2.8438584198348207,,1.7569773009586314,NH3,8666.355133692885,,7433.328206704846,True,1191.0,2040
21,-122.0,42.0,1651.990008354187,80.47385,3772,-124.19684561280556,43.394895000000005,237.5009999508732,407.2945,United States of America,USA,North America,North America,,,6186.93740557121,1.7871142840004517,2.1628597665253753,3.048926359037367,,1.7871142840004517,NH3,8468.403526682128,,7433.328206704846,True,1468.0,2040
22,-122.0,56.0,1263.2649874687197,187.58942,1934,-123.2597273115,49.1586226685,766.0342703426022,1154.6808,Canada,CAN,North America,North America,,,1838.569647846412,1.9108206241690135,2.267967558527209,2.9960575606517543,,1.9108206241690135,NH3,7095.769241191787,,8522.47753481828,True,3751.0,2040
23,-121.0,36.0,1850.1849150657647,43.310562,4731,-121.33982489431968,37.95234,218.7673144923872,318.1805,United States of America,USA,North America,North America,,,1758.812711476321,1.7573639532811325,2.1200442132092254,2.842849971147306,,1.7573639532811325,NH3,9022.408338165818,,7433.328206704846,True,842.0,2040
24,-121.0,37.0,1846.1700320243835,168.25212,4731,-121.33982489431968,37.95234,109.88775187619235,125.1116,United States of America,USA,North America,North America,,,1758.812711476321,1.7135532332811323,2.1200442132092254,2.842849971147306,,1.7135532332811323,NH3,8923.578536066634,,7433.328206704846,True,673.0,2040
25,-121.0,38.0,1774.265022277832,112.58099,4731,-121.33982489431968,37.95234,30.32231572321424,40.3395,United States of America,USA,North America,North America,,,1758.812711476321,1.6457355532811322,2.092919239650173,2.842849971147306,,1.6457355532811322,NH3,8824.801991576502,,7433.328206704846,True,614.0,2040
26,-121.0,39.0,1741.414966583252,83.97129,6367,-121.55685725036533,38.561485000000005,68.63688040584367,77.12,United States of America,USA,North America,North America,,,1770.4439779391384,1.6753143409586313,2.1202685832557804,2.8438584198348207,,1.6753143409586313,NH3,8726.085447284717,,7433.328206704846,True,846.0,2040
27,-121.0,41.0,1705.279974937439,123.22334,6367,-121.55685725036533,38.561485000000005,274.91789783240614,440.0488,United States of America,USA,North America,North America,,,1770.4439779391384,1.7575183409586312,2.1202685832557804,2.8438584198348207,,1.7575183409586312,NH3,8528.860229362146,,7433.328206704846,True,1241.0,2040
28,-121.0,43.0,1666.9549679756165,191.82724,3674,-122.768689375,45.58885,320.4123225349457,422.9964000000001,United States of America,USA,North America,North America,,,1629.265217892439,1.7555725564600384,2.117439817607467,2.831175899568361,,1.7555725564600384,NH3,8331.960640456902,,7433.328206704846,True,1335.0,2040
29,-121.0,44.0,1622.790036201477,200.39606,6634,-122.7035916567065,45.64459,227.0461322502766,319.0645,United States of America,USA,North America,North America,,,1625.0044419316914,1.755511266476678,2.1173506812347997,2.830777347490039,,1.755511266476678,NH3,8233.65197572227,,7433.328206704846,True,1450.0,2040
30,-121.0,45.0,1546.140022277832,220.43417,6634,-122.7035916567065,45.64459,151.56171866497587,233.7128,United States of America,USA,North America,North America,,,1625.0044419316914,1.755511266476678,2.1173506812347997,2.830777347490039,,1.755511266476678,NH3,8135.448039489473,,7433.328206704846,True,1779.0,2040
31,-121.0,46.0,1496.134991645813,132.13129,6634,-122.7035916567065,45.64459,138.15239227334118,192.684,United States of America,USA,North America,North America,,,1625.0044419316914,1.755511266476678,2.1173506812347997,2.830777347490039,,1.755511266476678,NH3,8037.357157415252,,7433.328206704846,True,2014.0,2040
32,-121.0,47.0,1453.4300410747528,299.08087,3275,-122.42362220998923,47.27585,112.26399011148575,165.6768,United States of America,USA,North America,North America,,,1900.8985443193287,1.747825668958796,2.122688702748317,2.854764891032006,,1.747825668958796,NH3,7939.38795422684,,7433.328206704846,True,2201.0,2040
33,-121.0,50.0,1335.5349707603457,87.76631,2586,-122.71542696864113,48.8319,179.90961052059174,241.1656,Canada,CAN,North America,North America,,,1870.3813621041531,1.758804905028097,2.1221377876303418,2.85227736314055,,1.758804905028097,NH3,7646.301600470817,,8522.47753481828,True,3091.0,2040
34,-121.0,52.0,1255.964994430542,116.29771,2586,-122.71542696864113,48.8319,372.8770218000093,513.7024,Canada,CAN,North America,North America,,,1870.3813621041531,1.758804905028097,2.1221377876303418,2.85227736314055,,1.758804905028097,NH3,7451.692667680156,,8522.47753481828,True,3477.0,2040
35,-121.0,55.0,1218.7349951267242,554.7777,1934,-123.2597273115,49.1586226685,668.0754811125216,1209.0413999999998,Canada,CAN,North America,North America,,,1838.569647846412,1.8716371084769816,2.228784042835177,2.956874044959722,,1.8716371084769816,NH3,7161.166196238053,,8522.47753481828,True,557.0,2040
36,-121.0,56.0,1325.679988861084,338.51837,1934,-123.2597273115,49.1586226685,776.4415009680994,1179.1603,Canada,CAN,North America,North America,,,1838.569647846412,1.914983516419212,2.272130450777408,3.0002204529019534,,1.914983516419212,NH3,7064.740955796572,,8522.47753481828,True,2854.0,2040
37,-120.0,36.0,1842.154974937439,148.10313,4946,-119.21611784275686,34.16472,215.792275921616,303.4066,United States of America,USA,North America,North America,,,2167.1434351246917,1.7622589041111518,2.1271507755081887,2.87502438503192,,1.7622589041111518,NH3,8981.12707663939,,7433.328206704846,True,888.0,2040
38,-120.0,37.0,1784.1200041770935,137.57361,4731,-121.33982489431968,37.95234,158.7950643589376,177.3035,United States of America,USA,North America,North America,,,1758.812711476321,1.7553067532811326,2.1200442132092254,2.842849971147306,,1.7553067532811326,NH3,8882.717493385042,,7433.328206704846,True,1023.0,2040
39,-120.0,38.0,1825.729947090149,41.7581,4731,-121.33982489431968,37.95234,117.83596755121074,159.5648,United States of America,USA,North America,North America,,,1758.812711476321,1.7411157932811323,2.1200442132092254,2.842849971147306,,1.7411157932811323,NH3,8784.366239676505,,7433.328206704846,True,848.0,2040
40,-120.0,42.0,1685.2050375938416,101.578255,6367,-121.55685725036533,38.561485000000005,404.0963514404131,604.4178,United States of America,USA,North America,North America,,,1770.4439779391384,1.7603857869669204,2.121907123831946,2.845496960410986,,1.7603857869669204,NH3,8391.687154003539,,7433.328206704846,True,1299.0,2040
41,-120.0,45.0,1507.0850682258606,173.92328,6634,-122.7035916567065,45.64459,223.73580040333533,312.1333,United States of America,USA,North America,North America,,,1625.0044419316914,1.755511266476678,2.1173506812347997,2.830777347490039,,1.755511266476678,NH3,8098.153130374258,,7433.328206704846,True,1970.0,2040
42,-120.0,46.0,1565.849986076355,268.9929,6634,-122.7035916567065,45.64459,213.7687837612855,287.1123,United States of America,USA,North America,North America,,,1625.0044419316914,1.755511266476678,2.1173506812347997,2.830777347490039,,1.755511266476678,NH3,8000.537772835022,,7433.328206704846,True,1680.0,2040
43,-120.0,47.0,1464.0150570869446,143.19762,2844,-122.35639389094376,47.580055,189.5433333487976,241.2228,United States of America,USA,North America,North America,,,1878.775831274939,1.7589098544414354,2.122290220933799,2.8529653515746185,,1.7589098544414354,NH3,7903.051749392134,,7433.328206704846,True,2192.0,2040
44,-120.0,49.0,1342.4699902534485,230.32945,4933,-122.2207911642127,47.998295,198.3395577483086,318.1033,United States of America,USA,North America,North America,,,1947.485932357357,1.7597518324272396,2.123512899068716,2.8584918089889335,,1.7597518324272396,NH3,7708.505236744086,,7433.328206704846,True,3044.0,2040
45,-120.0,51.0,1263.2649874687197,420.51483,2586,-122.71542696864113,48.8319,310.097848497011,404.6159,Canada,CAN,North America,North America,,,1870.3813621041531,1.758804905028097,2.1221377876303418,2.85227736314055,,1.758804905028097,NH3,7514.592373452046,,8522.47753481828,True,1076.0,2040
46,-120.0,56.0,1315.460033416748,276.43353,1934,-123.2597273115,49.1586226685,792.4853485561343,1238.555,Canada,CAN,North America,North America,,,1838.569647846412,1.9214010554544263,2.2785479898126217,3.006637991937167,,1.9214010554544263,NH3,7033.160708895235,,8522.47753481828,True,3628.0,2040
47,-119.0,35.0,1875.005030632019,85.02,4946,-119.21611784275686,34.16472,94.75785585246014,160.13479999999998,United States of America,USA,North America,North America,,,2167.1434351246917,1.746466744111152,2.1271507755081887,2.87502438503192,,1.746466744111152,NH3,9037.234083341782,,7433.328206704846,True,716.0,2040
48,-119.0,36.0,1795.80002784729,27.126421,4946,-119.21611784275686,34.16472,204.56133687442608,271.6188,United States of America,USA,North America,North America,,,2167.1434351246917,1.7622589041111518,2.1271507755081887,2.87502438503192,,1.7622589041111518,NH3,8939.191024862297,,7433.328206704846,True,1010.0,2040
49,-119.0,39.0,1828.284935951233,133.3412,4731,-121.33982489431968,37.95234,234.96223912983223,325.48490000000004,United States of America,USA,North America,North America,,,1758.812711476321,1.7573639532811325,2.1200442132092254,2.842849971147306,,1.7573639532811325,NH3,8645.429712452647,,7433.328206704846,True,909.0,2040
50,-119.0,44.0,1582.275013923645,139.06543,6634,-122.7035916567065,45.64459,345.2013347509789,541.0538,United States of America,USA,North America,North America,,,1625.0044419316914,1.755511266476678,2.1173506812347997,2.830777347490039,,1.755511266476678,NH3,8157.500721089894,,7433.328206704846,True,1598.0,2040
51,-119.0,46.0,1468.3949136734009,246.45811,3275,-122.42362220998923,47.27585,298.0098195187587,409.118,United States of America,USA,North America,North America,,,1900.8985443193287,1.7591842289587962,2.122688702748317,2.854764891032006,,1.7591842289587962,NH3,7963.103341444412,,7433.328206704846,True,2171.0,2040
52,-119.0,47.0,1514.0199136734009,170.87091,4933,-122.2207911642127,47.998295,266.81902782177514,352.8457,United States of America,USA,North America,North America,,,1947.485932357357,1.7597518324272396,2.123512899068716,2.8584918089889335,,1.7597518324272396,NH3,7866.105901526483,,7433.328206704846,True,1960.0,2040
53,-119.0,48.0,1450.1450181007383,146.04982,4933,-122.2207911642127,47.998295,240.3392350724022,351.1104,United States of America,USA,North America,North America,,,1947.485932357357,1.7597518324272396,2.123512899068716,2.8584918089889335,,1.7597518324272396,NH3,7769.255378172264,,7433.328206704846,True,2291.0,2040
54,-119.0,49.0,1324.5849812030792,58.967983,4933,-122.2207911642127,47.998295,262.7702296572551,447.2616,United States of America,USA,North America,North America,,,1947.485932357357,1.7597518324272396,2.123512899068716,2.8584918089889335,,1.7597518324272396,NH3,7672.561793336279,,7433.328206704846,True,3148.0,2040
55,-119.0,50.0,1262.900013923645,78.93766,4933,-122.2207911642127,47.998295,324.1312522969089,507.6884,Canada,CAN,North America,North America,,,1947.485932357357,1.7597518324272396,2.123512899068716,2.8584918089889335,,1.7597518324272396,NH3,7576.035566237983,,8522.47753481828,True,3452.0,2040
56,-119.0,51.0,1138.070011138916,58.08466,2586,-122.71542696864113,48.8319,359.5847087803703,528.5256999999999,Canada,CAN,North America,North America,,,1870.3813621041531,1.758804905028097,2.1221377876303418,2.85227736314055,,1.758804905028097,NH3,7479.687539726125,,8522.47753481828,True,3855.0,2040
57,-119.0,53.0,1010.685019493103,18.621315,2586,-122.71542696864113,48.8319,532.0655018576994,708.2498,Canada,CAN,North America,North America,,,1870.3813621041531,1.817635111141454,2.1749639883734218,2.90510356388363,,1.817635111141454,NH3,7287.57174699972,,8522.47753481828,True,4388.0,2040
58,-119.0,55.0,1306.3349986076355,196.52533,2586,-122.71542696864113,48.8319,732.100719773948,1163.0579,Canada,CAN,North America,North America,,,1870.3813621041531,1.8976491983079535,2.254978075539921,2.985117651050129,,1.8976491983079535,NH3,7096.31073261019,,8522.47753481828,True,3610.0,2040
59,-119.0,56.0,1254.8699867725372,309.1046,1934,-123.2597273115,49.1586226685,813.8295377490297,1303.5885,Canada,CAN,North America,North America,,,1838.569647846412,1.9299387311315843,2.28708566548978,3.0151756676143253,,1.9299387311315843,NH3,7001.03322704628,,8522.47753481828,True,3369.0,2040
