ISO_A3,Year,Capacity_kt,Source
IND,2025,136.9,IEA-anchored growth
MRT,2025,31.5,IEA-anchored growth
BRA,2025,215.9,IEA-anchored growth
ZAF,2025,43.6,IEA-anchored growth
MEX,2025,22.4,IEA-anchored growth
ARG,2025,21.3,IEA-anchored growth
EGY,2025,72.1,IEA-anchored growth
MAR,2025,262.8,IEA-anchored growth
PER,2025,13.8,IEA-anchored growth
GBR,2025,35.8,IEA-anchored growth
MNG,2025,12.3,Theoretical growth
PAK,2025,12.3,Theoretical growth
TKM,2025,12.2,Theoretical growth
NAM,2025,106.8,IEA-anchored growth
CHL,2025,198.1,IEA-anchored growth
IRN,2025,10.5,Theoretical growth
SDN,2025,9.9,Theoretical growth
GRL,2025,9.8,Theoretical growth
UZB,2025,9.7,IEA-anchored growth
TCD,2025,9.1,Theoretical growth
BWA,2025,8.0,Theoretical growth
NER,2025,7.4,Theoretical growth
COD,2025,7.3,Theoretical growth
NOR,2025,77.9,IEA-anchored growth
MLI,2025,6.3,Theoretical growth
OMN,2025,320.2,IEA-anchored growth
IDN,2025,27.9,IEA-anchored growth
DEU,2025,102.2,IEA-anchored growth
FRA,2025,22.1,IEA-anchored growth
DNK,2025,72.9,IEA-anchored growth
SWE,2025,92.8,IEA-anchored growth
IRL,2025,4.9,IEA-anchored growth
BOL,2025,4.8,Theoretical growth
TUR,2025,4.5,Theoretical growth
AFG,2025,4.0,Theoretical growth
TUN,2025,52.0,IEA-anchored growth
AGO,2025,3.9,Theoretical growth
UKR,2025,3.8,Theoretical growth
ETH,2025,3.7,Theoretical growth
COL,2025,25.3,IEA-anchored growth
NZL,2025,8.2,IEA-anchored growth
ESP,2025,269.6,IEA-anchored growth
NLD,2025,121.1,IEA-anchored growth
SOM,2025,3.1,Theoretical growth
PRT,2025,54.5,IEA-anchored growth
FIN,2025,50.8,IEA-anchored growth
TZA,2025,2.9,Theoretical growth
VEN,2025,2.9,Theoretical growth
NGA,2025,2.9,Theoretical growth
IRQ,2025,2.8,Theoretical growth
JPN,2025,2.7,IEA-anchored growth
MOZ,2025,2.6,Theoretical growth
ZMB,2025,2.4,Theoretical growth
POL,2025,3.9,IEA-anchored growth
YEM,2025,2.2,Theoretical growth
MDG,2025,2.2,Theoretical growth
MMR,2025,2.1,Theoretical growth
SSD,2025,2.0,Theoretical growth
CAF,2025,2.0,Theoretical growth
KEN,2025,1.9,Theoretical growth
PRY,2025,9.8,IEA-anchored growth
ITA,2025,32.9,IEA-anchored growth
THA,2025,1.6,Theoretical growth
PNG,2025,1.5,Theoretical growth
CMR,2025,1.5,Theoretical growth
URY,2025,30.6,IEA-anchored growth
BLR,2025,1.4,Theoretical growth
SYR,2025,1.3,Theoretical growth
ARE,2025,1.3,IEA-anchored growth
PHL,2025,1.2,Theoretical growth
ZWE,2025,1.2,Theoretical growth
COG,2025,1.1,Theoretical growth
MYS,2025,27.1,IEA-anchored growth
ROU,2025,6.1,IEA-anchored growth
VNM,2025,1.1,Theoretical growth
CIV,2025,1.0,Theoretical growth
BFA,2025,1.0,Theoretical growth
GRC,2025,5.2,IEA-anchored growth
GUY,2025,0.9,Theoretical growth
GAB,2025,0.8,Theoretical growth
ECU,2025,0.8,Theoretical growth
UGA,2025,0.8,Theoretical growth
GHA,2025,0.8,Theoretical growth
GIN,2025,0.8,Theoretical growth
SEN,2025,0.8,Theoretical growth
KGZ,2025,0.7,Theoretical growth
TJK,2025,0.7,Theoretical growth
LAO,2025,0.7,Theoretical growth
PRK,2025,0.7,Theoretical growth
ERI,2025,0.6,Theoretical growth
AUT,2025,16.6,IEA-anchored growth
KHM,2025,0.6,Theoretical growth
JOR,2025,18.0,IEA-anchored growth
CZE,2025,0.8,IEA-anchored growth
HUN,2025,0.5,IEA-anchored growth
ISL,2025,2.8,IEA-anchored growth
NPL,2025,0.5,Theoretical growth
LVA,2025,0.5,Theoretical growth
KWT,2025,0.5,Theoretical growth
SUR,2025,0.5,Theoretical growth
BGR,2025,0.5,Theoretical growth
KOR,2025,3.4,IEA-anchored growth
CUB,2025,0.4,Theoretical growth
ESH,2025,0.4,Theoretical growth
BGD,2025,0.4,Theoretical growth
LTU,2025,0.4,Theoretical growth
SRB,2025,9.0,IEA-anchored growth
NIC,2025,0.4,Theoretical growth
AZE,2025,0.4,Theoretical growth
CHE,2025,1.1,IEA-anchored growth
BEN,2025,0.4,Theoretical growth
HND,2025,0.4,Theoretical growth
MWI,2025,0.4,Theoretical growth
GTM,2025,0.3,Theoretical growth
HRV,2025,0.3,Theoretical growth
EST,2025,26.1,IEA-anchored growth
LBR,2025,0.3,Theoretical growth
GEO,2025,0.3,Theoretical growth
DJI,2025,0.3,Theoretical growth
LKA,2025,0.3,Theoretical growth
BEL,2025,5.7,IEA-anchored growth
LSO,2025,0.3,Theoretical growth
QAT,2025,0.3,Theoretical growth
BIH,2025,0.3,Theoretical growth
SLE,2025,0.2,Theoretical growth
PAN,2025,23.7,IEA-anchored growth
MDA,2025,0.2,Theoretical growth
CRI,2025,0.2,IEA-anchored growth
TGO,2025,0.2,Theoretical growth
SVK,2025,1.6,IEA-anchored growth
BTN,2025,0.2,Theoretical growth
TWN,2025,0.2,Theoretical growth
DOM,2025,0.2,Theoretical growth
ISR,2025,0.1,Theoretical growth
ARM,2025,0.1,Theoretical growth
GNB,2025,0.1,Theoretical growth
SLB,2025,0.1,Theoretical growth
SWZ,2025,0.1,Theoretical growth
MKD,2025,0.1,Theoretical growth
ALB,2025,0.1,Theoretical growth
HTI,2025,0.1,Theoretical growth
FJI,2025,0.1,Theoretical growth
GNQ,2025,0.1,Theoretical growth
SVN,2025,3.0,IEA-anchored growth
BDI,2025,0.1,Theoretical growth
RWA,2025,0.1,Theoretical growth
BHS,2025,0.1,Theoretical growth
NCL,2025,0.1,Theoretical growth
FLK,2025,0.1,Theoretical growth
BLZ,2025,0.1,Theoretical growth
SLV,2025,0.1,Theoretical growth
GMB,2025,0.1,Theoretical growth
JAM,2025,0.1,Theoretical growth
ATF,2025,0.1,Theoretical growth
MNE,2025,0.1,Theoretical growth
TLS,2025,0.0,Theoretical growth
TTO,2025,0.0,Theoretical growth
BRN,2025,0.0,Theoretical growth
VUT,2025,0.0,Theoretical growth
LBN,2025,0.0,Theoretical growth
PRI,2025,0.0,Theoretical growth
PSE,2025,0.0,Theoretical growth
CYP,2025,0.0,Theoretical growth
LUX,2025,0.0,Theoretical growth
CHN,2026,765.3,IEA-anchored growth
AUS,2026,1300.2,IEA-anchored growth
RUS,2026,134.7,Theoretical growth
CAN,2026,101.3,IEA-anchored growth
KAZ,2026,97.4,Theoretical growth
USA,2026,317.5,IEA-anchored growth
DZA,2026,82.7,Theoretical growth
ATA,2026,66.0,Theoretical growth
LBY,2026,57.2,Theoretical growth
SAU,2026,350.5,IEA-anchored growth
IND,2026,164.3,IEA-anchored growth
MRT,2026,37.8,IEA-anchored growth
BRA,2026,259.1,IEA-anchored growth
ZAF,2026,52.3,IEA-anchored growth
MEX,2026,26.8,IEA-anchored growth
ARG,2026,25.6,IEA-anchored growth
EGY,2026,86.5,IEA-anchored growth
MAR,2026,315.4,IEA-anchored growth
PER,2026,16.6,IEA-anchored growth
GBR,2026,43.0,IEA-anchored growth
MNG,2026,14.7,Theoretical growth
PAK,2026,14.7,Theoretical growth
TKM,2026,14.7,Theoretical growth
NAM,2026,128.2,IEA-anchored growth
CHL,2026,237.8,IEA-anchored growth
IRN,2026,12.6,Theoretical growth
SDN,2026,11.9,Theoretical growth
GRL,2026,11.8,Theoretical growth
UZB,2026,11.7,IEA-anchored growth
TCD,2026,11.0,Theoretical growth
BWA,2026,9.6,Theoretical growth
NER,2026,8.9,Theoretical growth
COD,2026,8.8,Theoretical growth
NOR,2026,93.5,IEA-anchored growth
MLI,2026,7.5,Theoretical growth
OMN,2026,384.3,IEA-anchored growth
IDN,2026,33.5,IEA-anchored growth
DEU,2026,122.7,IEA-anchored growth
FRA,2026,26.5,IEA-anchored growth
DNK,2026,87.5,IEA-anchored growth
SWE,2026,111.4,IEA-anchored growth
IRL,2026,5.9,IEA-anchored growth
BOL,2026,5.8,Theoretical growth
TUR,2026,5.4,Theoretical growth
AFG,2026,4.8,Theoretical growth
TUN,2026,62.5,IEA-anchored growth
AGO,2026,4.7,Theoretical growth
UKR,2026,4.6,Theoretical growth
ETH,2026,4.4,Theoretical growth
COL,2026,30.3,IEA-anchored growth
NZL,2026,9.9,IEA-anchored growth
ESP,2026,323.5,IEA-anchored growth
NLD,2026,145.3,IEA-anchored growth
SOM,2026,3.7,Theoretical growth
PRT,2026,65.4,IEA-anchored growth
FIN,2026,60.9,IEA-anchored growth
TZA,2026,3.5,Theoretical growth
VEN,2026,3.4,Theoretical growth
NGA,2026,3.4,Theoretical growth
IRQ,2026,3.4,Theoretical growth
JPN,2026,3.3,IEA-anchored growth
MOZ,2026,3.1,Theoretical growth
ZMB,2026,2.8,Theoretical growth
POL,2026,4.7,IEA-anchored growth
YEM,2026,2.6,Theoretical growth
MDG,2026,2.6,Theoretical growth
MMR,2026,2.6,Theoretical growth
SSD,2026,2.4,Theoretical growth
CAF,2026,2.4,Theoretical growth
KEN,2026,2.2,Theoretical growth
PRY,2026,11.8,IEA-anchored growth
ITA,2026,39.5,IEA-anchored growth
THA,2026,1.9,Theoretical growth
PNG,2026,1.8,Theoretical growth
CMR,2026,1.7,Theoretical growth
URY,2026,36.8,IEA-anchored growth
BLR,2026,1.7,Theoretical growth
SYR,2026,1.6,Theoretical growth
ARE,2026,1.5,IEA-anchored growth
PHL,2026,1.5,Theoretical growth
ZWE,2026,1.4,Theoretical growth
COG,2026,1.3,Theoretical growth
MYS,2026,32.5,IEA-anchored growth
ROU,2026,7.3,IEA-anchored growth
VNM,2026,1.3,Theoretical growth
CIV,2026,1.2,Theoretical growth
BFA,2026,1.2,Theoretical growth
GRC,2026,6.3,IEA-anchored growth
GUY,2026,1.1,Theoretical growth
GAB,2026,1.0,Theoretical growth
ECU,2026,0.9,Theoretical growth
UGA,2026,0.9,Theoretical growth
GHA,2026,0.9,Theoretical growth
GIN,2026,0.9,Theoretical growth
SEN,2026,0.9,Theoretical growth
KGZ,2026,0.9,Theoretical growth
TJK,2026,0.9,Theoretical growth
LAO,2026,0.9,Theoretical growth
PRK,2026,0.8,Theoretical growth
ERI,2026,0.7,Theoretical growth
AUT,2026,19.9,IEA-anchored growth
KHM,2026,0.7,Theoretical growth
JOR,2026,21.6,IEA-anchored growth
CZE,2026,1.0,IEA-anchored growth
HUN,2026,0.6,IEA-anchored growth
ISL,2026,3.4,IEA-anchored growth
NPL,2026,0.6,Theoretical growth
LVA,2026,0.6,Theoretical growth
KWT,2026,0.5,Theoretical growth
SUR,2026,0.5,Theoretical growth
BGR,2026,0.5,Theoretical growth
KOR,2026,4.1,IEA-anchored growth
CUB,2026,0.5,Theoretical growth
ESH,2026,0.5,Theoretical growth
BGD,2026,0.5,Theoretical growth
LTU,2026,0.5,Theoretical growth
SRB,2026,10.8,IEA-anchored growth
NIC,2026,0.5,Theoretical growth
AZE,2026,0.5,Theoretical growth
CHE,2026,1.3,IEA-anchored growth
BEN,2026,0.4,Theoretical growth
HND,2026,0.4,Theoretical growth
MWI,2026,0.4,Theoretical growth
GTM,2026,0.4,Theoretical growth
HRV,2026,0.4,Theoretical growth
EST,2026,31.3,IEA-anchored growth
LBR,2026,0.4,Theoretical growth
GEO,2026,0.4,Theoretical growth
DJI,2026,0.3,Theoretical growth
LKA,2026,0.3,Theoretical growth
BEL,2026,6.9,IEA-anchored growth
LSO,2026,0.3,Theoretical growth
QAT,2026,0.3,Theoretical growth
BIH,2026,0.3,Theoretical growth
SLE,2026,0.3,Theoretical growth
PAN,2026,28.5,IEA-anchored growth
MDA,2026,0.2,Theoretical growth
CRI,2026,0.2,IEA-anchored growth
TGO,2026,0.2,Theoretical growth
SVK,2026,1.9,IEA-anchored growth
BTN,2026,0.2,Theoretical growth
TWN,2026,0.2,Theoretical growth
DOM,2026,0.2,Theoretical growth
ISR,2026,0.2,Theoretical growth
ARM,2026,0.2,Theoretical growth
GNB,2026,0.1,Theoretical growth
SLB,2026,0.1,Theoretical growth
SWZ,2026,0.1,Theoretical growth
MKD,2026,0.1,Theoretical growth
ALB,2026,0.1,Theoretical growth
HTI,2026,0.1,Theoretical growth
FJI,2026,0.1,Theoretical growth
GNQ,2026,0.1,Theoretical growth
SVN,2026,3.5,IEA-anchored growth
BDI,2026,0.1,Theoretical growth
RWA,2026,0.1,Theoretical growth
BHS,2026,0.1,Theoretical growth
NCL,2026,0.1,Theoretical growth
FLK,2026,0.1,Theoretical growth
BLZ,2026,0.1,Theoretical growth
SLV,2026,0.1,Theoretical growth
GMB,2026,0.1,Theoretical growth
JAM,2026,0.1,Theoretical growth
ATF,2026,0.1,Theoretical growth
MNE,2026,0.1,Theoretical growth
TLS,2026,0.1,Theoretical growth
TTO,2026,0.0,Theoretical growth
BRN,2026,0.0,Theoretical growth
VUT,2026,0.0,Theoretical growth
LBN,2026,0.0,Theoretical growth
PRI,2026,0.0,Theoretical growth
PSE,2026,0.0,Theoretical growth
CYP,2026,0.0,Theoretical growth
LUX,2026,0.0,Theoretical growth
CHN,2027,892.9,IEA-anchored growth
AUS,2027,1517.0,IEA-anchored growth
RUS,2027,157.2,Theoretical growth
CAN,2027,118.1,IEA-anchored growth
KAZ,2027,113.6,Theoretical growth
USA,2027,370.5,IEA-anchored growth
DZA,2027,96.5,Theoretical growth
ATA,2027,76.9,Theoretical growth
LBY,2027,66.8,Theoretical growth
SAU,2027,408.9,IEA-anchored growth
IND,2027,191.7,IEA-anchored growth
MRT,2027,44.2,IEA-anchored growth
BRA,2027,302.3,IEA-anchored growth
ZAF,2027,61.0,IEA-anchored growth
MEX,2027,31.3,IEA-anchored growth
ARG,2027,29.9,IEA-anchored growth
EGY,2027,100.9,IEA-anchored growth
MAR,2027,368.0,IEA-anchored growth
PER,2027,19.3,IEA-anchored growth
GBR,2027,50.1,IEA-anchored growth
MNG,2027,17.2,Theoretical growth
PAK,2027,17.2,Theoretical growth
TKM,2027,17.1,Theoretical growth
NAM,2027,149.5,IEA-anchored growth
CHL,2027,277.4,IEA-anchored growth
IRN,2027,14.7,Theoretical growth
SDN,2027,13.9,Theoretical growth
GRL,2027,13.8,Theoretical growth
UZB,2027,13.6,IEA-anchored growth
TCD,2027,12.8,Theoretical growth
BWA,2027,11.1,Theoretical growth
NER,2027,10.3,Theoretical growth
COD,2027,10.3,Theoretical growth
NOR,2027,109.1,IEA-anchored growth
MLI,2027,8.8,Theoretical growth
OMN,2027,448.3,IEA-anchored growth
IDN,2027,39.1,IEA-anchored growth
DEU,2027,143.1,IEA-anchored growth
FRA,2027,30.9,IEA-anchored growth
DNK,2027,102.1,IEA-anchored growth
SWE,2027,129.9,IEA-anchored growth
IRL,2027,6.9,IEA-anchored growth
BOL,2027,6.8,Theoretical growth
TUR,2027,6.3,Theoretical growth
AFG,2027,5.7,Theoretical growth
TUN,2027,72.9,IEA-anchored growth
AGO,2027,5.5,Theoretical growth
UKR,2027,5.3,Theoretical growth
ETH,2027,5.1,Theoretical growth
COL,2027,35.4,IEA-anchored growth
NZL,2027,11.5,IEA-anchored growth
ESP,2027,377.4,IEA-anchored growth
NLD,2027,169.6,IEA-anchored growth
SOM,2027,4.4,Theoretical growth
PRT,2027,76.3,IEA-anchored growth
FIN,2027,71.1,IEA-anchored growth
TZA,2027,4.1,Theoretical growth
VEN,2027,4.0,Theoretical growth
NGA,2027,4.0,Theoretical growth
IRQ,2027,3.9,Theoretical growth
JPN,2027,3.8,IEA-anchored growth
MOZ,2027,3.6,Theoretical growth
ZMB,2027,3.3,Theoretical growth
POL,2027,5.5,IEA-anchored growth
YEM,2027,3.1,Theoretical growth
MDG,2027,3.0,Theoretical growth
MMR,2027,3.0,Theoretical growth
SSD,2027,2.8,Theoretical growth
CAF,2027,2.7,Theoretical growth
KEN,2027,2.6,Theoretical growth
PRY,2027,13.8,IEA-anchored growth
ITA,2027,46.1,IEA-anchored growth
THA,2027,2.3,Theoretical growth
PNG,2027,2.1,Theoretical growth
CMR,2027,2.0,Theoretical growth
URY,2027,42.9,IEA-anchored growth
BLR,2027,1.9,Theoretical growth
SYR,2027,1.8,Theoretical growth
ARE,2027,1.8,IEA-anchored growth
PHL,2027,1.7,Theoretical growth
ZWE,2027,1.7,Theoretical growth
COG,2027,1.5,Theoretical growth
MYS,2027,38.0,IEA-anchored growth
ROU,2027,8.5,IEA-anchored growth
VNM,2027,1.5,Theoretical growth
CIV,2027,1.5,Theoretical growth
BFA,2027,1.4,Theoretical growth
GRC,2027,7.3,IEA-anchored growth
GUY,2027,1.3,Theoretical growth
GAB,2027,1.2,Theoretical growth
ECU,2027,1.1,Theoretical growth
UGA,2027,1.1,Theoretical growth
GHA,2027,1.1,Theoretical growth
GIN,2027,1.1,Theoretical growth
SEN,2027,1.1,Theoretical growth
KGZ,2027,1.0,Theoretical growth
TJK,2027,1.0,Theoretical growth
LAO,2027,1.0,Theoretical growth
PRK,2027,0.9,Theoretical growth
ERI,2027,0.8,Theoretical growth
AUT,2027,23.3,IEA-anchored growth
KHM,2027,0.8,Theoretical growth
JOR,2027,25.2,IEA-anchored growth
CZE,2027,1.1,IEA-anchored growth
HUN,2027,0.7,IEA-anchored growth
ISL,2027,4.0,IEA-anchored growth
NPL,2027,0.7,Theoretical growth
LVA,2027,0.6,Theoretical growth
KWT,2027,0.6,Theoretical growth
SUR,2027,0.6,Theoretical growth
BGR,2027,0.6,Theoretical growth
KOR,2027,4.7,IEA-anchored growth
CUB,2027,0.6,Theoretical growth
ESH,2027,0.6,Theoretical growth
BGD,2027,0.6,Theoretical growth
LTU,2027,0.6,Theoretical growth
SRB,2027,12.6,IEA-anchored growth
NIC,2027,0.6,Theoretical growth
AZE,2027,0.6,Theoretical growth
CHE,2027,1.5,IEA-anchored growth
BEN,2027,0.5,Theoretical growth
HND,2027,0.5,Theoretical growth
MWI,2027,0.5,Theoretical growth
GTM,2027,0.5,Theoretical growth
HRV,2027,0.5,Theoretical growth
EST,2027,36.5,IEA-anchored growth
LBR,2027,0.4,Theoretical growth
GEO,2027,0.4,Theoretical growth
DJI,2027,0.4,Theoretical growth
LKA,2027,0.4,Theoretical growth
BEL,2027,8.0,IEA-anchored growth
LSO,2027,0.4,Theoretical growth
QAT,2027,0.4,Theoretical growth
BIH,2027,0.4,Theoretical growth
SLE,2027,0.3,Theoretical growth
PAN,2027,33.2,IEA-anchored growth
MDA,2027,0.3,Theoretical growth
CRI,2027,0.3,IEA-anchored growth
TGO,2027,0.3,Theoretical growth
SVK,2027,2.2,IEA-anchored growth
BTN,2027,0.2,Theoretical growth
TWN,2027,0.2,Theoretical growth
DOM,2027,0.2,Theoretical growth
ISR,2027,0.2,Theoretical growth
ARM,2027,0.2,Theoretical growth
GNB,2027,0.2,Theoretical growth
SLB,2027,0.2,Theoretical growth
SWZ,2027,0.2,Theoretical growth
MKD,2027,0.1,Theoretical growth
ALB,2027,0.1,Theoretical growth
HTI,2027,0.1,Theoretical growth
FJI,2027,0.1,Theoretical growth
GNQ,2027,0.1,Theoretical growth
SVN,2027,4.1,IEA-anchored growth
BDI,2027,0.1,Theoretical growth
RWA,2027,0.1,Theoretical growth
BHS,2027,0.1,Theoretical growth
NCL,2027,0.1,Theoretical growth
FLK,2027,0.1,Theoretical growth
BLZ,2027,0.1,Theoretical growth
SLV,2027,0.1,Theoretical growth
GMB,2027,0.1,Theoretical growth
JAM,2027,0.1,Theoretical growth
ATF,2027,0.1,Theoretical growth
MNE,2027,0.1,Theoretical growth
TLS,2027,0.1,Theoretical growth
TTO,2027,0.0,Theoretical growth
BRN,2027,0.0,Theoretical growth
VUT,2027,0.0,Theoretical growth
LBN,2027,0.0,Theoretical growth
PRI,2027,0.0,Theoretical growth
PSE,2027,0.0,Theoretical growth
CYP,2027,0.0,Theoretical growth
LUX,2027,0.0,Theoretical growth
CHN,2028,1020.4,IEA-anchored growth
AUS,2028,1733.7,IEA-anchored growth
RUS,2028,179.7,Theoretical growth
CAN,2028,135.0,IEA-anchored growth
KAZ,2028,129.8,Theoretical growth
USA,2028,423.4,IEA-anchored growth
DZA,2028,110.3,Theoretical growth
ATA,2028,87.9,Theoretical growth
LBY,2028,76.3,Theoretical growth
SAU,2028,467.4,IEA-anchored growth
IND,2028,219.1,IEA-anchored growth
MRT,2028,50.5,IEA-anchored growth
BRA,2028,345.4,IEA-anchored growth
ZAF,2028,69.8,IEA-anchored growth
MEX,2028,35.8,IEA-anchored growth
ARG,2028,34.1,IEA-anchored growth
EGY,2028,115.4,IEA-anchored growth
MAR,2028,420.6,IEA-anchored growth
PER,2028,22.1,IEA-anchored growth
GBR,2028,57.3,IEA-anchored growth
MNG,2028,19.6,Theoretical growth
PAK,2028,19.6,Theoretical growth
TKM,2028,19.6,Theoretical growth
NAM,2028,170.9,IEA-anchored growth
CHL,2028,317.0,IEA-anchored growth
IRN,2028,16.8,Theoretical growth
SDN,2028,15.9,Theoretical growth
GRL,2028,15.7,Theoretical growth
UZB,2028,15.6,IEA-anchored growth
TCD,2028,14.6,Theoretical growth
BWA,2028,12.7,Theoretical growth
NER,2028,11.8,Theoretical growth
COD,2028,11.7,Theoretical growth
NOR,2028,124.7,IEA-anchored growth
MLI,2028,10.1,Theoretical growth
OMN,2028,512.4,IEA-anchored growth
IDN,2028,44.7,IEA-anchored growth
DEU,2028,163.6,IEA-anchored growth
FRA,2028,35.3,IEA-anchored growth
DNK,2028,116.7,IEA-anchored growth
SWE,2028,148.5,IEA-anchored growth
IRL,2028,7.9,IEA-anchored growth
BOL,2028,7.7,Theoretical growth
TUR,2028,7.2,Theoretical growth
AFG,2028,6.5,Theoretical growth
TUN,2028,83.3,IEA-anchored growth
AGO,2028,6.3,Theoretical growth
UKR,2028,6.1,Theoretical growth
ETH,2028,5.8,Theoretical growth
COL,2028,40.5,IEA-anchored growth
NZL,2028,13.2,IEA-anchored growth
ESP,2028,431.3,IEA-anchored growth
NLD,2028,193.8,IEA-anchored growth
SOM,2028,5.0,Theoretical growth
PRT,2028,87.2,IEA-anchored growth
FIN,2028,81.2,IEA-anchored growth
TZA,2028,4.7,Theoretical growth
VEN,2028,4.6,Theoretical growth
NGA,2028,4.6,Theoretical growth
IRQ,2028,4.5,Theoretical growth
JPN,2028,4.3,IEA-anchored growth
MOZ,2028,4.1,Theoretical growth
ZMB,2028,3.8,Theoretical growth
POL,2028,6.3,IEA-anchored growth
YEM,2028,3.5,Theoretical growth
MDG,2028,3.4,Theoretical growth
MMR,2028,3.4,Theoretical growth
SSD,2028,3.2,Theoretical growth
CAF,2028,3.1,Theoretical growth
KEN,2028,3.0,Theoretical growth
PRY,2028,15.7,IEA-anchored growth
ITA,2028,52.7,IEA-anchored growth
THA,2028,2.6,Theoretical growth
PNG,2028,2.3,Theoretical growth
CMR,2028,2.3,Theoretical growth
URY,2028,49.0,IEA-anchored growth
BLR,2028,2.2,Theoretical growth
SYR,2028,2.1,Theoretical growth
ARE,2028,2.0,IEA-anchored growth
PHL,2028,2.0,Theoretical growth
ZWE,2028,1.9,Theoretical growth
COG,2028,1.7,Theoretical growth
MYS,2028,43.4,IEA-anchored growth
ROU,2028,9.7,IEA-anchored growth
VNM,2028,1.7,Theoretical growth
CIV,2028,1.7,Theoretical growth
BFA,2028,1.6,Theoretical growth
GRC,2028,8.4,IEA-anchored growth
GUY,2028,1.5,Theoretical growth
GAB,2028,1.4,Theoretical growth
ECU,2028,1.3,Theoretical growth
UGA,2028,1.2,Theoretical growth
GHA,2028,1.2,Theoretical growth
GIN,2028,1.2,Theoretical growth
SEN,2028,1.2,Theoretical growth
KGZ,2028,1.2,Theoretical growth
TJK,2028,1.2,Theoretical growth
LAO,2028,1.2,Theoretical growth
PRK,2028,1.0,Theoretical growth
ERI,2028,1.0,Theoretical growth
AUT,2028,26.6,IEA-anchored growth
KHM,2028,0.9,Theoretical growth
JOR,2028,28.8,IEA-anchored growth
CZE,2028,1.3,IEA-anchored growth
HUN,2028,0.8,IEA-anchored growth
ISL,2028,4.5,IEA-anchored growth
NPL,2028,0.8,Theoretical growth
LVA,2028,0.7,Theoretical growth
KWT,2028,0.7,Theoretical growth
SUR,2028,0.7,Theoretical growth
BGR,2028,0.7,Theoretical growth
KOR,2028,5.4,IEA-anchored growth
CUB,2028,0.7,Theoretical growth
ESH,2028,0.7,Theoretical growth
BGD,2028,0.7,Theoretical growth
LTU,2028,0.7,Theoretical growth
SRB,2028,14.4,IEA-anchored growth
NIC,2028,0.7,Theoretical growth
AZE,2028,0.6,Theoretical growth
CHE,2028,1.7,IEA-anchored growth
BEN,2028,0.6,Theoretical growth
HND,2028,0.6,Theoretical growth
MWI,2028,0.6,Theoretical growth
GTM,2028,0.6,Theoretical growth
HRV,2028,0.5,Theoretical growth
EST,2028,41.8,IEA-anchored growth
LBR,2028,0.5,Theoretical growth
GEO,2028,0.5,Theoretical growth
DJI,2028,0.5,Theoretical growth
LKA,2028,0.5,Theoretical growth
BEL,2028,9.1,IEA-anchored growth
LSO,2028,0.4,Theoretical growth
QAT,2028,0.4,Theoretical growth
BIH,2028,0.4,Theoretical growth
SLE,2028,0.4,Theoretical growth
PAN,2028,38.0,IEA-anchored growth
MDA,2028,0.3,Theoretical growth
CRI,2028,0.3,IEA-anchored growth
TGO,2028,0.3,Theoretical growth
SVK,2028,2.5,IEA-anchored growth
BTN,2028,0.3,Theoretical growth
TWN,2028,0.2,Theoretical growth
DOM,2028,0.2,Theoretical growth
ISR,2028,0.2,Theoretical growth
ARM,2028,0.2,Theoretical growth
GNB,2028,0.2,Theoretical growth
SLB,2028,0.2,Theoretical growth
SWZ,2028,0.2,Theoretical growth
MKD,2028,0.2,Theoretical growth
ALB,2028,0.1,Theoretical growth
HTI,2028,0.1,Theoretical growth
FJI,2028,0.1,Theoretical growth
GNQ,2028,0.1,Theoretical growth
SVN,2028,4.7,IEA-anchored growth
BDI,2028,0.1,Theoretical growth
RWA,2028,0.1,Theoretical growth
BHS,2028,0.1,Theoretical growth
NCL,2028,0.1,Theoretical growth
FLK,2028,0.1,Theoretical growth
BLZ,2028,0.1,Theoretical growth
SLV,2028,0.1,Theoretical growth
GMB,2028,0.1,Theoretical growth
JAM,2028,0.1,Theoretical growth
ATF,2028,0.1,Theoretical growth
MNE,2028,0.1,Theoretical growth
TLS,2028,0.1,Theoretical growth
TTO,2028,0.1,Theoretical growth
BRN,2028,0.1,Theoretical growth
VUT,2028,0.1,Theoretical growth
LBN,2028,0.1,Theoretical growth
PRI,2028,0.0,Theoretical growth
PSE,2028,0.0,Theoretical growth
CYP,2028,0.0,Theoretical growth
LUX,2028,0.0,Theoretical growth
CHN,2029,1148.0,IEA-anchored growth
AUS,2029,1950.4,IEA-anchored growth
RUS,2029,202.1,Theoretical growth
CAN,2029,151.9,IEA-anchored growth
KAZ,2029,146.0,Theoretical growth
USA,2029,476.3,IEA-anchored growth
DZA,2029,124.1,Theoretical growth
ATA,2029,98.9,Theoretical growth
LBY,2029,85.9,Theoretical growth
SAU,2029,525.8,IEA-anchored growth
IND,2029,246.5,IEA-anchored growth
MRT,2029,56.8,IEA-anchored growth
BRA,2029,388.6,IEA-anchored growth
ZAF,2029,78.5,IEA-anchored growth
MEX,2029,40.3,IEA-anchored growth
ARG,2029,38.4,IEA-anchored growth
EGY,2029,129.8,IEA-anchored growth
MAR,2029,473.1,IEA-anchored growth
PER,2029,24.8,IEA-anchored growth
GBR,2029,64.4,IEA-anchored growth
MNG,2029,22.1,Theoretical growth
PAK,2029,22.1,Theoretical growth
TKM,2029,22.0,Theoretical growth
NAM,2029,192.3,IEA-anchored growth
CHL,2029,356.6,IEA-anchored growth
