ISO_A3,Year,Capacity_kt,Source
DNK,2033,279.2,IEA-anchored growth
SWE,2033,312.3,IEA-anchored growth
IRL,2033,155.9,IEA-anchored growth
BOL,2033,153.2,Theoretical growth
TUR,2033,142.1,Theoretical growth
AFG,2033,128.0,Theoretical growth
TUN,2033,207.0,IEA-anchored growth
AGO,2033,124.5,Theoretical growth
UKR,2033,120.9,Theoretical growth
ETH,2033,115.9,Theoretical growth
COL,2033,152.0,IEA-anchored growth
NZL,2033,118.4,IEA-anchored growth
ESP,2033,562.6,IEA-anchored growth
NLD,2033,299.3,IEA-anchored growth
SOM,2033,98.6,Theoretical growth
PRT,2033,185.9,IEA-anchored growth
FIN,2033,178.8,IEA-anchored growth
TZA,2033,93.2,Theoretical growth
VEN,2033,90.8,Theoretical growth
NGA,2033,90.5,Theoretical growth
IRQ,2033,89.0,Theoretical growth
JPN,2033,86.1,IEA-anchored growth
MOZ,2033,81.1,Theoretical growth
ZMB,2033,75.2,Theoretical growth
POL,2033,74.3,IEA-anchored growth
YEM,2033,69.2,Theoretical growth
MDG,2033,68.2,Theoretical growth
MMR,2033,67.9,Theoretical growth
SSD,2033,62.5,Theoretical growth
CAF,2033,62.2,Theoretical growth
KEN,2033,59.1,Theoretical growth
PRY,2033,71.8,IEA-anchored growth
ITA,2033,110.0,IEA-anchored growth
THA,2033,51.0,Theoretical growth
PNG,2033,46.4,Theoretical growth
CMR,2033,46.0,Theoretical growth
URY,2033,94.8,IEA-anchored growth
BLR,2033,43.6,Theoretical growth
SYR,2033,41.5,Theoretical growth
ARE,2033,40.2,IEA-anchored growth
PHL,2033,38.9,Theoretical growth
ZWE,2033,37.6,Theoretical growth
COG,2033,34.0,Theoretical growth
MYS,2033,78.1,IEA-anchored growth
ROU,2033,42.2,IEA-anchored growth
VNM,2033,33.6,Theoretical growth
CIV,2033,33.0,Theoretical growth
BFA,2033,32.4,Theoretical growth
GRC,2033,37.7,IEA-anchored growth
GUY,2033,29.6,Theoretical growth
GAB,2033,26.9,Theoretical growth
ECU,2033,25.1,Theoretical growth
UGA,2033,24.6,Theoretical growth
GHA,2033,24.3,Theoretical growth
GIN,2033,23.9,Theoretical growth
SEN,2033,23.9,Theoretical growth
KGZ,2033,23.6,Theoretical growth
TJK,2033,23.4,Theoretical growth
LAO,2033,22.9,Theoretical growth
PRK,2033,20.6,Theoretical growth
ERI,2033,19.1,Theoretical growth
AUT,2033,45.9,IEA-anchored growth
KHM,2033,18.2,Theoretical growth
JOR,2033,46.1,IEA-anchored growth
CZE,2033,16.4,IEA-anchored growth
HUN,2033,15.8,IEA-anchored growth
ISL,2033,19.2,IEA-anchored growth
NPL,2033,15.1,Theoretical growth
LVA,2033,14.6,Theoretical growth
KWT,2033,14.5,Theoretical growth
SUR,2033,14.4,Theoretical growth
BGR,2033,14.3,Theoretical growth
KOR,2033,19.0,IEA-anchored growth
CUB,2033,13.8,Theoretical growth
ESH,2033,13.7,Theoretical growth
BGD,2033,13.4,Theoretical growth
LTU,2033,13.3,Theoretical growth
SRB,2033,27.7,IEA-anchored growth
NIC,2033,13.0,Theoretical growth
AZE,2033,12.6,Theoretical growth
CHE,2033,13.4,IEA-anchored growth
BEN,2033,11.7,Theoretical growth
HND,2033,11.4,Theoretical growth
MWI,2033,11.1,Theoretical growth
GTM,2033,10.9,Theoretical growth
HRV,2033,10.6,Theoretical growth
EST,2033,54.1,IEA-anchored growth
LBR,2033,9.8,Theoretical growth
GEO,2033,9.8,Theoretical growth
DJI,2033,9.1,Theoretical growth
LKA,2033,9.1,Theoretical growth
BEL,2033,17.9,IEA-anchored growth
LSO,2033,8.3,Theoretical growth
QAT,2033,8.2,Theoretical growth
BIH,2033,8.0,Theoretical growth
SLE,2033,7.6,Theoretical growth
PAN,2033,47.5,IEA-anchored growth
MDA,2033,6.5,Theoretical growth
CRI,2033,6.2,IEA-anchored growth
TGO,2033,6.1,Theoretical growth
SVK,2033,8.1,IEA-anchored growth
BTN,2033,5.6,Theoretical growth
TWN,2033,4.9,Theoretical growth
DOM,2033,4.8,Theoretical growth
ISR,2033,4.6,Theoretical growth
ARM,2033,4.1,Theoretical growth
GNB,2033,3.6,Theoretical growth
SLB,2033,3.5,Theoretical growth
SWZ,2033,3.4,Theoretical growth
MKD,2033,3.3,Theoretical growth
ALB,2033,3.0,Theoretical growth
HTI,2033,2.9,Theoretical growth
FJI,2033,2.7,Theoretical growth
GNQ,2033,2.7,Theoretical growth
SVN,2033,7.6,IEA-anchored growth
BDI,2033,2.6,Theoretical growth
RWA,2033,2.3,Theoretical growth
BHS,2033,2.3,Theoretical growth
NCL,2033,2.3,Theoretical growth
FLK,2033,2.3,Theoretical growth
BLZ,2033,2.2,Theoretical growth
SLV,2033,2.1,Theoretical growth
GMB,2033,2.0,Theoretical growth
JAM,2033,1.8,Theoretical growth
ATF,2033,1.6,Theoretical growth
MNE,2033,1.6,Theoretical growth
TLS,2033,1.5,Theoretical growth
TTO,2033,1.1,Theoretical growth
BRN,2033,1.1,Theoretical growth
VUT,2033,1.1,Theoretical growth
LBN,2033,1.0,Theoretical growth
PRI,2033,0.9,Theoretical growth
PSE,2033,0.7,Theoretical growth
CYP,2033,0.6,Theoretical growth
LUX,2033,0.6,Theoretical growth
CHN,2034,8777.1,IEA-anchored growth
AUS,2034,7818.1,IEA-anchored growth
RUS,2034,4671.0,Theoretical growth
CAN,2034,3510.2,IEA-anchored growth
KAZ,2034,3375.2,Theoretical growth
USA,2034,3290.9,IEA-anchored growth
DZA,2034,2868.6,Theoretical growth
ATA,2034,2286.5,Theoretical growth
LBY,2034,1984.3,Theoretical growth
SAU,2034,2269.1,IEA-anchored growth
IND,2034,1540.6,IEA-anchored growth
MRT,2034,1312.1,IEA-anchored growth
BRA,2034,1418.7,IEA-anchored growth
ZAF,2034,1025.5,IEA-anchored growth
MEX,2034,930.5,IEA-anchored growth
ARG,2034,887.3,IEA-anchored growth
EGY,2034,948.1,IEA-anchored growth
MAR,2034,1202.3,IEA-anchored growth
PER,2034,572.7,IEA-anchored growth
GBR,2034,577.8,IEA-anchored growth
MNG,2034,510.8,Theoretical growth
PAK,2034,510.7,Theoretical growth
TKM,2034,508.4,Theoretical growth
NAM,2034,643.9,IEA-anchored growth
CHL,2034,778.2,IEA-anchored growth
IRN,2034,435.9,Theoretical growth
SDN,2034,413.3,Theoretical growth
GRL,2034,409.0,Theoretical growth
UZB,2034,405.5,IEA-anchored growth
TCD,2034,379.9,Theoretical growth
BWA,2034,331.1,Theoretical growth
NER,2034,306.9,Theoretical growth
COD,2034,304.8,Theoretical growth
NOR,2034,404.4,IEA-anchored growth
MLI,2034,261.5,Theoretical growth
OMN,2034,743.1,IEA-anchored growth
IDN,2034,274.1,IEA-anchored growth
DEU,2034,388.5,IEA-anchored growth
FRA,2034,253.0,IEA-anchored growth
DNK,2034,323.6,IEA-anchored growth
SWE,2034,354.6,IEA-anchored growth
IRL,2034,204.5,IEA-anchored growth
BOL,2034,201.1,Theoretical growth
TUR,2034,186.5,Theoretical growth
AFG,2034,168.0,Theoretical growth
TUN,2034,241.2,IEA-anchored growth
AGO,2034,163.3,Theoretical growth
UKR,2034,158.6,Theoretical growth
ETH,2034,152.1,Theoretical growth
COL,2034,185.8,IEA-anchored growth
NZL,2034,152.4,IEA-anchored growth
ESP,2034,570.5,IEA-anchored growth
NLD,2034,318.3,IEA-anchored growth
SOM,2034,129.5,Theoretical growth
PRT,2034,211.6,IEA-anchored growth
FIN,2034,204.5,IEA-anchored growth
TZA,2034,122.4,Theoretical growth
VEN,2034,119.2,Theoretical growth
NGA,2034,118.7,Theoretical growth
IRQ,2034,116.8,Theoretical growth
JPN,2034,112.9,IEA-anchored growth
MOZ,2034,106.4,Theoretical growth
ZMB,2034,98.6,Theoretical growth
POL,2034,96.4,IEA-anchored growth
YEM,2034,90.8,Theoretical growth
MDG,2034,89.5,Theoretical growth
MMR,2034,89.2,Theoretical growth
SSD,2034,82.0,Theoretical growth
CAF,2034,81.6,Theoretical growth
KEN,2034,77.5,Theoretical growth
PRY,2034,89.2,IEA-anchored growth
ITA,2034,124.7,IEA-anchored growth
THA,2034,66.9,Theoretical growth
PNG,2034,60.9,Theoretical growth
CMR,2034,60.4,Theoretical growth
URY,2034,106.0,IEA-anchored growth
BLR,2034,57.2,Theoretical growth
SYR,2034,54.5,Theoretical growth
ARE,2034,52.8,IEA-anchored growth
PHL,2034,51.0,Theoretical growth
ZWE,2034,49.4,Theoretical growth
COG,2034,44.6,Theoretical growth
MYS,2034,86.0,IEA-anchored growth
ROU,2034,52.2,IEA-anchored growth
VNM,2034,44.1,Theoretical growth
CIV,2034,43.3,Theoretical growth
BFA,2034,42.5,Theoretical growth
GRC,2034,46.8,IEA-anchored growth
GUY,2034,38.9,Theoretical growth
GAB,2034,35.4,Theoretical growth
ECU,2034,32.9,Theoretical growth
UGA,2034,32.2,Theoretical growth
GHA,2034,31.9,Theoretical growth
GIN,2034,31.4,Theoretical growth
SEN,2034,31.4,Theoretical growth
KGZ,2034,31.0,Theoretical growth
TJK,2034,30.7,Theoretical growth
LAO,2034,30.0,Theoretical growth
PRK,2034,27.0,Theoretical growth
ERI,2034,25.0,Theoretical growth
AUT,2034,50.2,IEA-anchored growth
KHM,2034,23.9,Theoretical growth
JOR,2034,49.5,IEA-anchored growth
CZE,2034,21.3,IEA-anchored growth
HUN,2034,20.7,IEA-anchored growth
ISL,2034,23.7,IEA-anchored growth
NPL,2034,19.8,Theoretical growth
LVA,2034,19.1,Theoretical growth
KWT,2034,19.0,Theoretical growth
SUR,2034,18.9,Theoretical growth
BGR,2034,18.7,Theoretical growth
KOR,2034,23.1,IEA-anchored growth
CUB,2034,18.1,Theoretical growth
ESH,2034,17.9,Theoretical growth
BGD,2034,17.5,Theoretical growth
LTU,2034,17.4,Theoretical growth
SRB,2034,30.9,IEA-anchored growth
NIC,2034,17.0,Theoretical growth
AZE,2034,16.6,Theoretical growth
CHE,2034,17.2,IEA-anchored growth
BEN,2034,15.3,Theoretical growth
HND,2034,14.9,Theoretical growth
MWI,2034,14.6,Theoretical growth
GTM,2034,14.4,Theoretical growth
HRV,2034,14.0,Theoretical growth
EST,2034,54.7,IEA-anchored growth
LBR,2034,12.9,Theoretical growth
GEO,2034,12.9,Theoretical growth
DJI,2034,11.9,Theoretical growth
LKA,2034,11.9,Theoretical growth
BEL,2034,20.0,IEA-anchored growth
LSO,2034,10.9,Theoretical growth
QAT,2034,10.7,Theoretical growth
BIH,2034,10.4,Theoretical growth
SLE,2034,10.0,Theoretical growth
PAN,2034,47.5,IEA-anchored growth
MDA,2034,8.5,Theoretical growth
CRI,2034,8.1,IEA-anchored growth
TGO,2034,8.0,Theoretical growth
SVK,2034,9.8,IEA-anchored growth
BTN,2034,7.3,Theoretical growth
TWN,2034,6.4,Theoretical growth
DOM,2034,6.3,Theoretical growth
ISR,2034,6.1,Theoretical growth
ARM,2034,5.4,Theoretical growth
GNB,2034,4.7,Theoretical growth
SLB,2034,4.6,Theoretical growth
SWZ,2034,4.5,Theoretical growth
MKD,2034,4.3,Theoretical growth
ALB,2034,3.9,Theoretical growth
HTI,2034,3.7,Theoretical growth
FJI,2034,3.6,Theoretical growth
GNQ,2034,3.6,Theoretical growth
SVN,2034,8.1,IEA-anchored growth
BDI,2034,3.4,Theoretical growth
RWA,2034,3.1,Theoretical growth
BHS,2034,3.0,Theoretical growth
NCL,2034,3.0,Theoretical growth
FLK,2034,3.0,Theoretical growth
BLZ,2034,2.9,Theoretical growth
SLV,2034,2.7,Theoretical growth
GMB,2034,2.6,Theoretical growth
JAM,2034,2.3,Theoretical growth
ATF,2034,2.1,Theoretical growth
MNE,2034,2.1,Theoretical growth
TLS,2034,1.9,Theoretical growth
TTO,2034,1.4,Theoretical growth
BRN,2034,1.4,Theoretical growth
VUT,2034,1.4,Theoretical growth
LBN,2034,1.3,Theoretical growth
PRI,2034,1.2,Theoretical growth
PSE,2034,0.9,Theoretical growth
CYP,2034,0.8,Theoretical growth
LUX,2034,0.8,Theoretical growth
CHN,2035,10652.4,IEA-anchored growth
AUS,2035,9230.8,IEA-anchored growth
RUS,2035,5782.6,Theoretical growth
CAN,2035,4345.6,IEA-anchored growth
KAZ,2035,4178.4,Theoretical growth
USA,2035,3981.3,IEA-anchored growth
DZA,2035,3551.2,Theoretical growth
ATA,2035,2830.6,Theoretical growth
LBY,2035,2456.5,Theoretical growth
SAU,2035,2690.3,IEA-anchored growth
IND,2035,1857.3,IEA-anchored growth
MRT,2035,1624.3,IEA-anchored growth
BRA,2035,1665.4,IEA-anchored growth
ZAF,2035,1260.1,IEA-anchored growth
MEX,2035,1151.9,IEA-anchored growth
ARG,2035,1098.4,IEA-anchored growth
EGY,2035,1149.0,IEA-anchored growth
MAR,2035,1371.4,IEA-anchored growth
PER,2035,709.0,IEA-anchored growth
GBR,2035,704.4,IEA-anchored growth
MNG,2035,632.3,Theoretical growth
PAK,2035,632.2,Theoretical growth
TKM,2035,629.4,Theoretical growth
NAM,2035,751.4,IEA-anchored growth
CHL,2035,873.7,IEA-anchored growth
IRN,2035,539.6,Theoretical growth
SDN,2035,511.6,Theoretical growth
GRL,2035,506.4,Theoretical growth
UZB,2035,502.1,IEA-anchored growth
TCD,2035,470.4,Theoretical growth
BWA,2035,409.9,Theoretical growth
NER,2035,379.9,Theoretical growth
COD,2035,377.3,Theoretical growth
NOR,2035,466.6,IEA-anchored growth
MLI,2035,323.7,Theoretical growth
OMN,2035,768.7,IEA-anchored growth
IDN,2035,328.7,IEA-anchored growth
DEU,2035,434.5,IEA-anchored growth
FRA,2035,305.2,IEA-anchored growth
DNK,2035,368.0,IEA-anchored growth
SWE,2035,396.8,IEA-anchored growth
IRL,2035,253.2,IEA-anchored growth
BOL,2035,249.0,Theoretical growth
TUR,2035,230.9,Theoretical growth
AFG,2035,208.0,Theoretical growth
TUN,2035,275.5,IEA-anchored growth
AGO,2035,202.2,Theoretical growth
UKR,2035,196.4,Theoretical growth
ETH,2035,188.2,Theoretical growth
COL,2035,219.6,IEA-anchored growth
NZL,2035,186.4,IEA-anchored growth
ESP,2035,578.3,IEA-anchored growth
NLD,2035,337.3,IEA-anchored growth
SOM,2035,160.3,Theoretical growth
PRT,2035,237.2,IEA-anchored growth
FIN,2035,230.2,IEA-anchored growth
TZA,2035,151.5,Theoretical growth
VEN,2035,147.5,Theoretical growth
NGA,2035,147.0,Theoretical growth
IRQ,2035,144.5,Theoretical growth
JPN,2035,139.8,IEA-anchored growth
MOZ,2035,131.7,Theoretical growth
ZMB,2035,122.1,Theoretical growth
POL,2035,118.6,IEA-anchored growth
YEM,2035,112.4,Theoretical growth
MDG,2035,110.8,Theoretical growth
MMR,2035,110.4,Theoretical growth
SSD,2035,101.5,Theoretical growth
CAF,2035,101.0,Theoretical growth
KEN,2035,95.9,Theoretical growth
PRY,2035,106.6,IEA-anchored growth
ITA,2035,139.4,IEA-anchored growth
THA,2035,82.8,Theoretical growth
PNG,2035,75.4,Theoretical growth
CMR,2035,74.8,Theoretical growth
URY,2035,117.2,IEA-anchored growth
BLR,2035,70.8,Theoretical growth
SYR,2035,67.4,Theoretical growth
ARE,2035,65.3,IEA-anchored growth
PHL,2035,63.2,Theoretical growth
ZWE,2035,61.1,Theoretical growth
COG,2035,55.2,Theoretical growth
MYS,2035,94.0,IEA-anchored growth
ROU,2035,62.3,IEA-anchored growth
VNM,2035,54.6,Theoretical growth
CIV,2035,53.6,Theoretical growth
BFA,2035,52.6,Theoretical growth
GRC,2035,55.9,IEA-anchored growth
GUY,2035,48.1,Theoretical growth
GAB,2035,43.8,Theoretical growth
ECU,2035,40.7,Theoretical growth
UGA,2035,39.9,Theoretical growth
GHA,2035,39.5,Theoretical growth
GIN,2035,38.9,Theoretical growth
SEN,2035,38.9,Theoretical growth
KGZ,2035,38.4,Theoretical growth
TJK,2035,38.1,Theoretical growth
LAO,2035,37.2,Theoretical growth
PRK,2035,33.5,Theoretical growth
ERI,2035,31.0,Theoretical growth
AUT,2035,54.4,IEA-anchored growth
KHM,2035,29.6,Theoretical growth
JOR,2035,52.9,IEA-anchored growth
CZE,2035,26.2,IEA-anchored growth
HUN,2035,25.7,IEA-anchored growth
ISL,2035,28.3,IEA-anchored growth
NPL,2035,24.5,Theoretical growth
LVA,2035,23.7,Theoretical growth
KWT,2035,23.5,Theoretical growth
SUR,2035,23.4,Theoretical growth
BGR,2035,23.2,Theoretical growth
KOR,2035,27.1,IEA-anchored growth
CUB,2035,22.4,Theoretical growth
ESH,2035,22.2,Theoretical growth
BGD,2035,21.7,Theoretical growth
LTU,2035,21.5,Theoretical growth
SRB,2035,34.1,IEA-anchored growth
NIC,2035,21.0,Theoretical growth
AZE,2035,20.5,Theoretical growth
CHE,2035,20.9,IEA-anchored growth
BEN,2035,19.0,Theoretical growth
HND,2035,18.5,Theoretical growth
MWI,2035,18.1,Theoretical growth
GTM,2035,17.8,Theoretical growth
HRV,2035,17.3,Theoretical growth
EST,2035,55.4,IEA-anchored growth
LBR,2035,16.0,Theoretical growth
GEO,2035,15.9,Theoretical growth
DJI,2035,14.8,Theoretical growth
LKA,2035,14.8,Theoretical growth
BEL,2035,22.2,IEA-anchored growth
LSO,2035,13.5,Theoretical growth
QAT,2035,13.2,Theoretical growth
BIH,2035,12.9,Theoretical growth
SLE,2035,12.3,Theoretical growth
PAN,2035,47.5,IEA-anchored growth
MDA,2035,10.5,Theoretical growth
CRI,2035,10.1,IEA-anchored growth
TGO,2035,9.9,Theoretical growth
SVK,2035,11.5,IEA-anchored growth
BTN,2035,9.0,Theoretical growth
TWN,2035,7.9,Theoretical growth
DOM,2035,7.8,Theoretical growth
ISR,2035,7.5,Theoretical growth
ARM,2035,6.7,Theoretical growth
GNB,2035,5.9,Theoretical growth
SLB,2035,5.7,Theoretical growth
SWZ,2035,5.5,Theoretical growth
MKD,2035,5.3,Theoretical growth
ALB,2035,4.8,Theoretical growth
HTI,2035,4.6,Theoretical growth
FJI,2035,4.4,Theoretical growth
GNQ,2035,4.4,Theoretical growth
SVN,2035,8.7,IEA-anchored growth
BDI,2035,4.3,Theoretical growth
RWA,2035,3.8,Theoretical growth
BHS,2035,3.8,Theoretical growth
NCL,2035,3.8,Theoretical growth
FLK,2035,3.8,Theoretical growth
BLZ,2035,3.6,Theoretical growth
SLV,2035,3.4,Theoretical growth
GMB,2035,3.2,Theoretical growth
JAM,2035,2.9,Theoretical growth
ATF,2035,2.7,Theoretical growth
MNE,2035,2.6,Theoretical growth
TLS,2035,2.4,Theoretical growth
TTO,2035,1.8,Theoretical growth
BRN,2035,1.7,Theoretical growth
VUT,2035,1.7,Theoretical growth
LBN,2035,1.6,Theoretical growth
PRI,2035,1.5,Theoretical growth
PSE,2035,1.2,Theoretical growth
CYP,2035,1.0,Theoretical growth
LUX,2035,1.0,Theoretical growth
CHN,2036,12527.8,IEA-anchored growth
AUS,2036,10643.6,IEA-anchored growth
RUS,2036,6894.3,Theoretical growth
CAN,2036,5181.0,IEA-anchored growth
KAZ,2036,4981.6,Theoretical growth
USA,2036,4671.7,IEA-anchored growth
DZA,2036,4233.9,Theoretical growth
ATA,2036,3374.7,Theoretical growth
LBY,2036,2928.7,Theoretical growth
SAU,2036,3111.5,IEA-anchored growth
IND,2036,2173.9,IEA-anchored growth
MRT,2036,1936.6,IEA-anchored growth
BRA,2036,1912.1,IEA-anchored growth
ZAF,2036,1494.7,IEA-anchored growth
MEX,2036,1373.4,IEA-anchored growth
ARG,2036,1309.5,IEA-anchored growth
EGY,2036,1350.0,IEA-anchored growth
MAR,2036,1540.6,IEA-anchored growth
PER,2036,845.2,IEA-anchored growth
GBR,2036,830.9,IEA-anchored growth
MNG,2036,753.9,Theoretical growth
PAK,2036,753.7,Theoretical growth
TKM,2036,750.3,Theoretical growth
NAM,2036,859.0,IEA-anchored growth
CHL,2036,969.2,IEA-anchored growth
IRN,2036,643.4,Theoretical growth
SDN,2036,610.0,Theoretical growth
GRL,2036,603.7,Theoretical growth
UZB,2036,598.6,IEA-anchored growth
TCD,2036,560.8,Theoretical growth
BWA,2036,488.7,Theoretical growth
NER,2036,453.0,Theoretical growth
COD,2036,449.9,Theoretical growth
NOR,2036,528.7,IEA-anchored growth
MLI,2036,386.0,Theoretical growth
OMN,2036,794.4,IEA-anchored growth
IDN,2036,383.3,IEA-anchored growth
DEU,2036,480.5,IEA-anchored growth
FRA,2036,357.5,IEA-anchored growth
DNK,2036,412.5,IEA-anchored growth
SWE,2036,439.0,IEA-anchored growth
IRL,2036,301.9,IEA-anchored growth
BOL,2036,296.8,Theoretical growth
TUR,2036,275.3,Theoretical growth
AFG,2036,247.9,Theoretical growth
TUN,2036,309.8,IEA-anchored growth
AGO,2036,241.1,Theoretical growth
UKR,2036,234.1,Theoretical growth
ETH,2036,224.4,Theoretical growth
COL,2036,253.3,IEA-anchored growth
NZL,2036,220.4,IEA-anchored growth
ESP,2036,586.1,IEA-anchored growth
NLD,2036,356.4,IEA-anchored growth
SOM,2036,191.1,Theoretical growth
PRT,2036,262.8,IEA-anchored growth
FIN,2036,256.0,IEA-anchored growth
TZA,2036,180.6,Theoretical growth
VEN,2036,175.9,Theoretical growth
NGA,2036,175.2,Theoretical growth
IRQ,2036,172.3,Theoretical growth
JPN,2036,166.7,IEA-anchored growth
MOZ,2036,157.1,Theoretical growth
ZMB,2036,145.6,Theoretical growth
POL,2036,140.7,IEA-anchored growth
YEM,2036,133.9,Theoretical growth
MDG,2036,132.1,Theoretical growth
MMR,2036,131.6,Theoretical growth
SSD,2036,121.0,Theoretical growth
CAF,2036,120.4,Theoretical growth
KEN,2036,114.4,Theoretical growth
PRY,2036,124.0,IEA-anchored growth
ITA,2036,154.1,IEA-anchored growth
THA,2036,98.8,Theoretical growth
PNG,2036,89.9,Theoretical growth
CMR,2036,89.1,Theoretical growth
URY,2036,128.4,IEA-anchored growth
BLR,2036,84.4,Theoretical growth
SYR,2036,80.4,Theoretical growth
ARE,2036,77.9,IEA-anchored growth
PHL,2036,75.3,Theoretical growth
ZWE,2036,72.9,Theoretical growth
COG,2036,65.8,Theoretical growth
MYS,2036,101.9,IEA-anchored growth
ROU,2036,72.3,IEA-anchored growth
VNM,2036,65.1,Theoretical growth
CIV,2036,63.9,Theoretical growth
BFA,2036,62.7,Theoretical growth
GRC,2036,64.9,IEA-anchored growth
GUY,2036,57.4,Theoretical growth
GAB,2036,52.2,Theoretical growth
ECU,2036,48.6,Theoretical growth
UGA,2036,47.6,Theoretical growth
GHA,2036,47.1,Theoretical growth
GIN,2036,46.4,Theoretical growth
SEN,2036,46.3,Theoretical growth
KGZ,2036,45.7,Theoretical growth
TJK,2036,45.4,Theoretical growth
LAO,2036,44.3,Theoretical growth
PRK,2036,39.9,Theoretical growth
ERI,2036,36.9,Theoretical growth
AUT,2036,58.7,IEA-anchored growth
KHM,2036,35.3,Theoretical growth
JOR,2036,56.2,IEA-anchored growth
CZE,2036,31.1,IEA-anchored growth
HUN,2036,30.6,IEA-anchored growth
ISL,2036,32.8,IEA-anchored growth
NPL,2036,29.2,Theoretical growth
LVA,2036,28.2,Theoretical growth
KWT,2036,28.1,Theoretical growth
SUR,2036,27.9,Theoretical growth
BGR,2036,27.7,Theoretical growth
KOR,2036,31.2,IEA-anchored growth
CUB,2036,26.8,Theoretical growth
ESH,2036,26.4,Theoretical growth
BGD,2036,25.9,Theoretical growth
LTU,2036,25.7,Theoretical growth
SRB,2036,37.3,IEA-anchored growth
NIC,2036,25.1,Theoretical growth
AZE,2036,24.4,Theoretical growth
CHE,2036,24.7,IEA-anchored growth
BEN,2036,22.7,Theoretical growth
HND,2036,22.0,Theoretical growth
MWI,2036,21.5,Theoretical growth
GTM,2036,21.2,Theoretical growth
HRV,2036,20.6,Theoretical growth
EST,2036,56.0,IEA-anchored growth
LBR,2036,19.0,Theoretical growth
GEO,2036,19.0,Theoretical growth
DJI,2036,17.6,Theoretical growth
LKA,2036,17.6,Theoretical growth
BEL,2036,24.3,IEA-anchored growth
LSO,2036,16.0,Theoretical growth
QAT,2036,15.8,Theoretical growth
BIH,2036,15.4,Theoretical growth
SLE,2036,14.7,Theoretical growth
PAN,2036,47.5,IEA-anchored growth
MDA,2036,12.5,Theoretical growth
CRI,2036,12.0,IEA-anchored growth
TGO,2036,11.8,Theoretical growth
SVK,2036,13.2,IEA-anchored growth
BTN,2036,10.8,Theoretical growth
TWN,2036,9.4,Theoretical growth
DOM,2036,9.3,Theoretical growth
ISR,2036,9.0,Theoretical growth
ARM,2036,8.0,Theoretical growth
GNB,2036,7.0,Theoretical growth
SLB,2036,6.8,Theoretical growth
SWZ,2036,6.6,Theoretical growth
MKD,2036,6.3,Theoretical growth
ALB,2036,5.7,Theoretical growth
HTI,2036,5.5,Theoretical growth
FJI,2036,5.3,Theoretical growth
GNQ,2036,5.3,Theoretical growth
SVN,2036,9.2,IEA-anchored growth
BDI,2036,5.1,Theoretical growth
RWA,2036,4.5,Theoretical growth
BHS,2036,4.5,Theoretical growth
NCL,2036,4.5,Theoretical growth
FLK,2036,4.5,Theoretical growth
BLZ,2036,4.3,Theoretical growth
SLV,2036,4.0,Theoretical growth
GMB,2036,3.8,Theoretical growth
JAM,2036,3.4,Theoretical growth
ATF,2036,3.2,Theoretical growth
MNE,2036,3.1,Theoretical growth
TLS,2036,2.8,Theoretical growth
TTO,2036,2.1,Theoretical growth
BRN,2036,2.1,Theoretical growth
VUT,2036,2.1,Theoretical growth
LBN,2036,2.0,Theoretical growth
PRI,2036,1.8,Theoretical growth
PSE,2036,1.4,Theoretical growth
CYP,2036,1.2,Theoretical growth
LUX,2036,1.1,Theoretical growth
CHN,2037,14403.2,IEA-anchored growth
AUS,2037,12056.3,IEA-anchored growth
RUS,2037,8005.9,Theoretical growth
CAN,2037,6016.4,IEA-anchored growth
KAZ,2037,5784.9,Theoretical growth
USA,2037,5362.1,IEA-anchored growth
DZA,2037,4916.5,Theoretical growth
ATA,2037,3918.9,Theoretical growth
LBY,2037,3400.9,Theoretical growth
SAU,2037,3532.8,IEA-anchored growth
IND,2037,2490.6,IEA-anchored growth
MRT,2037,2248.9,IEA-anchored growth
BRA,2037,2158.9,IEA-anchored growth
ZAF,2037,1729.3,IEA-anchored growth
MEX,2037,1594.8,IEA-anchored growth
ARG,2037,1520.7,IEA-anchored growth
EGY,2037,1551.0,IEA-anchored growth
MAR,2037,1709.7,IEA-anchored growth
PER,2037,981.5,IEA-anchored growth
GBR,2037,957.5,IEA-anchored growth
MNG,2037,875.4,Theoretical growth
PAK,2037,875.3,Theoretical growth
TKM,2037,871.3,Theoretical growth
NAM,2037,966.5,IEA-anchored growth
CHL,2037,1064.7,IEA-anchored growth
IRN,2037,747.1,Theoretical growth
SDN,2037,708.4,Theoretical growth
GRL,2037,701.0,Theoretical growth
UZB,2037,695.1,IEA-anchored growth
TCD,2037,651.2,Theoretical growth
BWA,2037,567.5,Theoretical growth
NER,2037,526.0,Theoretical growth
COD,2037,522.4,Theoretical growth
NOR,2037,590.9,IEA-anchored growth
MLI,2037,448.2,Theoretical growth
OMN,2037,820.0,IEA-anchored growth
IDN,2037,437.9,IEA-anchored growth
DEU,2037,526.5,IEA-anchored growth
FRA,2037,409.7,IEA-anchored growth
DNK,2037,456.9,IEA-anchored growth
SWE,2037,481.3,IEA-anchored growth
IRL,2037,350.6,IEA-anchored growth
BOL,2037,344.7,Theoretical growth
TUR,2037,319.7,Theoretical growth
AFG,2037,287.9,Theoretical growth
TUN,2037,344.1,IEA-anchored growth
AGO,2037,280.0,Theoretical growth
UKR,2037,271.9,Theoretical growth
ETH,2037,260.6,Theoretical growth
COL,2037,287.1,IEA-anchored growth
NZL,2037,254.4,IEA-anchored growth
