,Country code,Risk Free,Country Risk,Equity Risk,Lenders Margin,Technology Risk,Equity Cost,Debt Cost,WACC,Debt Share,Tax Rate,Year
158,DZA,3.643692343877298,2.6905305974852936,1.1609297854604277,1.0831925906509392,3.248752751514292,18.19547456279018,12.829948756095543,11.827098068988253,73.1886885574959,26.0,2024
159,BRN,3.845296533420708,0.5513485811198249,0.9247555431971951,1.281881862491587,3.2897484605752543,14.979957823055857,10.443661666253409,9.893030980804568,78.64305904856363,18.5,2024
160,GMB,3.6518128798129714,4.085680969397303,1.3072426087161868,1.0192207370148654,3.322379020096111,20.18752639667437,14.308282709314819,13.386336215037439,69.80963952156613,27.0,2024
161,GIN,3.829283110764762,8.838758954799678,1.7484852174323733,0.8942891856469839,3.658302957151122,26.195052793348744,18.766565418629636,18.96911942579492,59.61927904313226,25.0,2024
162,GNB,3.765526841061245,6.163011954475907,1.5030944193735016,0.9792975452516738,3.4974954768989166,22.854052473527226,16.287154930159517,15.908426237061246,65.28650301677825,25.0,2024
163,GUY,3.640708228543091,1.4107302274466917,1.0226814485258517,1.1457223619425456,3.1826751986586848,16.313220861482282,11.433097776675757,10.402517465116864,76.3814907961697,25.0,2024
164,HTI,3.786733247139669,11.948994078762844,2.042262933418346,0.739684040003306,3.7623210427071894,30.194841908628035,21.734873749896686,22.279995342031356,52.83457428595043,30.0,2024
165,IRN,3.765526841061245,6.163011954475907,1.5030944193735016,0.9792975452516738,3.4974954768989166,22.854052473527226,16.287154930159517,15.908426237061246,65.28650301677825,25.0,2024
166,PRK,4.5,13.83279081381702,2.042262933418346,1.0566914857190086,4.293308514280991,30.194841908628035,21.734873749896686,25.725053747235368,52.83457428595043,0.0,2024
167,LBR,3.829283110764762,8.838758954799678,1.7484852174323733,0.8942891856469839,3.658302957151122,26.195052793348744,18.766565418629636,18.96911942579492,59.61927904313226,25.0,2024
168,LBY,3.812566582834473,1.4711899115759897,1.0226814485258517,1.2221038527387154,3.310614195742269,16.313220861482282,11.433097776675757,10.839155991417298,76.3814907961697,20.0,2024
169,MDG,3.8920673585774503,5.326090948479182,1.405168514044844,1.0807691403067552,3.5464664971131024,21.520789435100802,15.297718819737165,15.250562458521333,67.5480712691722,20.0,2024
170,MWI,3.6951397329177147,8.572959353899865,1.7484852174323733,0.8346699066038515,3.558440664753875,26.195052793348744,18.766565418629636,18.40969487560768,59.61927904313226,30.0,2024
171,MMR,3.932158663171691,10.123874893759844,1.846411122761031,0.8947802883355177,3.780119455657492,27.528315831775174,19.756001529051986,20.577344423685574,57.35771079073831,22.0,2024
172,SLE,3.829283110764762,8.838758954799678,1.7484852174323733,0.8942891856469839,3.658302957151122,26.195052793348744,18.766565418629636,18.96911942579492,59.61927904313226,25.0,2024
173,SOM,4.5,11.37388314951099,1.846411122761031,1.1471542158147663,4.202845784185234,27.528315831775174,19.756001529051986,23.07029427227202,57.35771079073831,0.0,2024
174,SDN,3.869999999999999,18.69872749843523,2.5979999999999994,0.5200000000000001,4.0809999999999995,37.76121249739206,27.349999999999994,29.76772749843523,40.00000000000001,35.0,2024
175,SYR,4.05,19.39872749843523,2.5979999999999994,0.6000000000000001,4.214999999999999,37.76121249739206,27.349999999999994,30.86172749843523,40.00000000000001,25.0,2024
176,YEM,4.024488831426447,12.576926323780903,2.042262933418346,0.8453531885752069,3.9393168665651235,30.194841908628035,21.734873749896686,23.428348143766026,52.83457428595043,20.0,2024
177,ZWE,3.836795139924197,8.853643732450067,1.7484852174323733,0.8976278652733993,3.6638952455253677,26.195052793348744,18.766565418629636,19.000447200605404,59.61927904313226,24.72,2024
