,Country code,Risk Free,Country Risk,Equity Risk,Lenders Margin,Technology Risk,Equity Cost,Debt Cost,WACC,Debt Share,Tax Rate,Year
47,EGY,3.8618725355106087,7.327679661750609,1.6010203247021593,0.9768864888479568,3.6144508589257667,24.187315511953656,17.276591040581863,17.3819098697371,63.024934764384305,22.5,2024
48,SLV,3.6186322092734935,5.952882287092242,1.5030944193735016,0.9140110422348955,1.9808947251838993,21.10405247352723,14.537154930159515,13.969514683158032,65.28650301677825,30.0,2024
49,EST,3.7943676100740324,0.641322105254971,0.9351241684672881,1.2544575820906096,1.7810365059686166,13.37112685065395,8.798425489709894,8.406307971855517,78.4035988806631,20.0,2024
50,ETH,3.6951397329177147,8.572959353899865,1.7484852174323733,0.8346699066038515,3.558440664753875,26.195052793348744,18.766565418629636,18.40969487560768,59.61927904313226,30.0,2024
51,FJI,3.7146415553823813,4.147927191161802,1.3072426087161868,1.047144592823492,3.369151478575561,20.18752639667437,14.308282709314819,13.586107426659424,69.80963952156613,25.0,2024
52,FIN,3.788141645708618,0.36191688498017593,0.9051703621314627,1.265525963184679,3.238153548935567,14.71330521537057,10.245774444168939,9.558908404940501,79.09537269904243,20.0,2024
53,FRA,3.58606935003188,0.5171500829800938,0.9247555431971951,1.1666697809854414,3.09676822405246,14.979957823055857,10.443661666253409,9.29141298124707,78.64305904856363,25.825,2024
54,GAB,3.6951397329177147,8.572959353899865,1.7484852174323733,0.8346699066038515,3.558440664753875,26.195052793348744,18.766565418629636,18.40969487560768,59.61927904313226,30.0,2024
55,GEO,4.005976352236902,2.9304389930551853,1.1609297854604277,1.24420770547743,3.5184530688486646,18.19547456279018,12.829948756095545,12.860005905078612,73.1886885574959,15.0,2024
56,DEU,3.41784,0.0,0.8659999999999998,1.11904,1.6152319999999998,12.43,8.1,7.018112,80.0,30.06,2024
57,GHA,3.829283110764762,8.838758954799678,1.7484852174323733,0.8942891856469839,3.658302957151122,26.195052793348744,18.766565418629636,18.96911942579492,59.61927904313226,25.0,2024
58,GRC,3.7641055173390954,2.2950934582801903,1.1113907980588715,1.1595913060111225,1.8516931078601537,15.77100031982152,10.579410488470122,10.181874187549433,74.33277602635401,22.0,2024
59,GTM,3.6637562697035175,2.2398030189251372,1.1113907980588715,1.1149916403953102,3.240807480252205,17.521000319821518,12.329410488470122,11.370749207335042,74.33277602635401,25.0,2024
60,GGY,4.5,0.7508402491414614,0.9351241684672881,1.568071977613262,3.7819280223867375,15.12112685065395,10.548425489709892,11.53596441760875,78.4035988806631,0.0,2024
61,HND,3.5575698664588566,3.9923116367505527,1.3072426087161868,0.9773349533019257,3.2522203323769374,20.18752639667437,14.308282709314819,13.08667939760446,69.80963952156613,30.0,2024
62,HKG,3.9160752865644146,0.5606860550146319,0.9247555431971951,1.3133390861110124,3.3424393101377916,14.979957823055857,10.443661666253409,10.057295281025047,78.64305904856363,16.5,2024
63,HUN,4.193456646239949,1.9165939539458932,1.052635254861677,1.3775528489957847,1.9772124679961744,14.971042496765662,9.985748822216712,10.517451172039479,75.68971697779037,9.0,2024
64,ISL,3.7590859905777343,0.6358461980606465,0.9351241684672881,1.238776862314477,3.230358704261273,15.12112685065395,10.548425489709892,9.799191923681418,78.4035988806631,21.0,2024
