,Longitude,Latitude,Solar Energy Potential,Wind Power Density,Port Code,Port Long.,Port Lat.,Gen-Port Direct Dist.,Gen-Port Driving Dist.,Country,ISO_A3,Continent,H2_Region,Is_Offshore,Offshore_Zone,Shipping Dist.,NH3 Cost,LOHC Cost,H2 Liq Cost,H2 Gas Cost,Transport Cost per kg H2,Cheapest Medium,Direct Dist.,Driving Dist.,Yearly Transport Cost,Solar Array Size,Solar CapEx,Yearly Cost Solar,Elec Cost Solar,Wind Turbine Power,No. of Turbines,Wind CapEx,Yearly Cost Wind,Elec Cost Wind,Cheaper source,Yearly Cost Electrolyser,Yearly gen. cost,Gen. cost per kg H2,Total Yearly Cost,Total Cost per kg H2,country_cap_kt,within_cap,cap_rank,Year
0,-159.0,56.0,1063.974986076355,472.33026,4944,-152.4157358174603,57.783555,447.5045175597334,491.8272,United States of America,USA,North America,North America,,,2827.3686488189364,1.7884368854464368,2.1463135231038883,2.9052378366799774,,1.7884368854464368,NH3,9337.559436742484,,6617216476.151816,170822831.26076418,81203183946.39532,9966118856.029972,54.833848613385875,1.4838692748841569,20414.109538769186,42757910460.79187,5161639658.097017,28.399477439273426,Wind,2459825541.9897256,7621465200.086742,2.0598554594829035,14238681676.23856,3.84829234492934,6742.917386034362,True,283.0,2039
1,-159.0,59.0,1079.3050062656405,369.35553,4944,-152.4157358174603,57.783555,408.0202428992612,,United States of America,USA,North America,North America,,,2827.3686488189364,1.7690452430817494,2.1305198132396996,2.8894441268157887,,1.7690452430817494,NH3,9027.95638212686,,6545467399.4024725,168396531.5245301,80049806131.87036,9824564056.983522,54.05501037820721,1.1603646196107644,26105.47530211699,54678631628.9959,6195310896.478964,34.086763836339884,Wind,2459825541.9897256,8655136438.468689,2.339226064450997,15200603837.871162,4.108271307532746,6742.917386034362,True,753.0,2039
2,-135.0,57.0,917.9750382900238,958.34094,3146,-130.00012658113093,55.90287,331.53387693717167,1852.1911,Ocean / International,CAN,North America,North America,,,1569.386846029477,1.7496153934145078,2.1072736795084905,2.7948754840037466,,1.7496153934145078,NH3,8482.074701911366,,6473576955.633679,197991461.5660528,94118198104.45122,12114741641.821177,66.65562781001479,2.5132741228718345,12052.752082644161,25244818706.253178,3786798379.624916,20.83506448973692,Wind,2477257583.725694,6264055963.350611,1.6929880982028678,12737632918.984291,3.4426034916173753,7687.105974474705,True,130.0,2039
3,-128.0,55.0,999.0049958229064,1433.1104,3679,-128.6718224560537,53.977895,121.8188056016047,207.8273,Canada,CAN,North America,North America,,,1531.853991161517,1.7490490521930833,2.1064496991532984,2.791201875929235,,1.7490490521930833,NH3,8350.733385208914,,6471481493.1144085,181932242.85378262,86484208657.5886,11132106915.405222,61.249145646906,2.5132741228718345,12052.752082644161,25244818706.253178,3786798379.624916,20.83506448973692,Wind,2477257583.725694,6264055963.350611,1.6929880982028678,12735537456.46502,3.442037150395951,7687.105974474705,True,129.0,2039
4,-126.0,55.0,1163.9849603176117,77.40454,3679,-128.6718224560537,53.977895,207.16071533791597,422.9948,Canada,CAN,North America,North America,,,1531.853991161517,1.7490490521930833,2.1064496991532984,2.791201875929235,,1.7490490521930833,NH3,8259.307115676635,,6471481493.1144085,156145676.8845204,74226179421.72256,9554273295.326765,52.56786348377538,0.24317353421849724,124568.94215914636,260913054518.54047,25564105867.021866,140.6543842491608,Solar,2477257583.725694,12031530879.05246,3.2517651024466105,18503012372.16687,5.000814154639694,7687.105974474705,True,3222.0,2039
5,-125.0,49.0,1168.7299644947052,74.20218,149,-125.00189345292245,48.99731080513448,0.3295997986872414,0.0,Canada,CAN,North America,North America,,,1276.1199677662548,1.6008788898841217,2.016631864316788,2.6800046992924615,,1.6008788898841217,NH3,8672.988744787363,,5923251892.57125,155511730.7108442,73924823640.5708,9515483268.48338,52.354439733731255,0.2331130235683475,129944.99172551707,272173337292.81998,26604630651.897175,146.37937903966616,Solar,2477257583.725694,11992740852.209074,3.241281311407858,17915992744.780323,4.84216020129198,7687.105974474705,True,2998.0,2039
6,-125.0,54.0,1163.2550132274628,239.63728,3679,-128.6718224560537,53.977895,240.8319630722674,481.9606,Canada,CAN,North America,North America,,,1531.853991161517,1.7490490521930833,2.1064496991532984,2.791201875929235,,1.7490490521930833,NH3,8288.835341844135,,6471481493.1144085,156243658.9101168,74272756640.87541,9560268639.34945,52.60085002460177,0.7528427183742403,40236.65126776322,84276765973.15135,9241741693.389973,50.848306372821185,Wind,2477257583.725694,11718999277.115667,3.1672971019231535,18190480770.230076,4.916346154116237,7687.105974474705,True,3118.0,2039
7,-124.0,45.0,1292.099986076355,257.66876,3837,-123.9061330086587,46.18408,131.80625344692854,171.9273,Ocean / International,USA,North America,North America,,,811.2908376871048,1.7278513715596173,2.0848136221079963,2.696223046769254,,1.7278513715596173,NH3,8927.649686480703,,6393050074.770584,140663432.76119712,66866463462.38414,8206563954.295387,45.15273116912839,0.8094902834755917,37420.91849285621,78379136706.37659,8250432401.959547,45.39409652437551,Solar,2459825541.9897256,10666389496.285112,2.8828079719689494,17059439571.055696,4.6106593435285665,6742.917386034362,True,2536.0,2039
8,-124.0,52.0,1376.0499930381775,239.30109,2283,-123.90600187203916,49.17560352478176,314.2572302797283,948.8323,Canada,CAN,North America,North America,,,1097.6824508005077,1.7412614302877296,2.095104927388756,2.7410891305437195,,1.7412614302877296,NH3,8391.755511965062,,6442667292.0646,132081843.27003048,62787076738.37007,8081850571.410159,44.46655484954193,0.7517865463400301,40293.17904952011,84395164957.26173,9252682544.516048,50.90850322407445,Solar,2477257583.725694,10559108155.135853,2.853813014901582,17001775447.200453,4.5950744451893115,7687.105974474705,True,2498.0,2039
9,-124.0,54.0,1240.2700006961825,151.76865,4295,-127.11577535720149,50.599415,433.904714189744,1335.193,Canada,CAN,North America,North America,,,2248.198726881724,1.7776060175983035,2.133071050198496,2.8636923533717105,,1.7776060175983035,NH3,8240.766780394237,,6577142265.113723,146541655.77670616,69660764559.51128,8966620507.052607,49.33458235448575,0.4767952758852406,63532.235847886426,133070004674.89523,13750560452.317656,75.65594601908585,Solar,2477257583.725694,11443878090.778301,3.092940024534676,18021020355.892025,4.87054604213298,7687.105974474705,True,3044.0,2039
